# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 09:04:50
#X: 46286 - Y: 370504
#00 DONARLOCATIE: KTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1004>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46286  370504 20240516 90459    1.08    1.09   17.22   7.93 9.24      99    5.31     564    3.41    1892    2.36    2.60
  46302  370467 20240516 90521    2.00    2.02   17.22   7.93 9.21      99    5.38     571    3.46    1920    2.28    2.53
  46308  370452 20240516 90542    3.01    3.01   17.23   7.93 9.21      99    5.54     589    3.58    1983    2.45    2.50
  46315  370440 20240516 90602    4.04    4.05   17.23   7.93 9.23      99    5.73     608    3.70    2053    2.51    2.77
  46320  370428 20240516 90623    4.96    4.97   17.23   7.93 9.23      99    5.78     614    3.74    2073    2.49    2.59
  46325  370417 20240516 90648    6.07    6.09   17.23   7.93 9.24      99    5.83     619    3.78    2094    2.40    2.62
  46328  370404 20240516 90716    6.98    7.01   17.24   7.93 9.20      99    5.92     628    3.83    2126    2.30    2.66
  46338  370384 20240516 90739    7.99    8.00   17.24   7.93 9.14      98    6.07     645    3.94    2186    2.35    2.66
  46346  370370 20240516 90803    9.02    9.03   17.23   7.93 9.10      98    6.40     680    4.17    2313    2.26    2.89
  46350  370367 20240516 90818    9.99   10.02   17.20   7.93 9.20      99    6.56     697    4.29    2378    2.20    3.14
  46354  370362 20240516 90838   11.07   11.06   17.16   7.92 9.27     100    6.96     741    4.57    2537    2.08    3.05
