# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 11:41:36
#X: 39098 - Y: 346541
#00 DONARLOCATIE: KTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  39098  346541 20240516 114144    1.06    1.06   18.01   7.66 5.84      63    1.31     137    0.77     325    2.29    8.85
  39101  346507 20240516 114225    2.02    2.01   17.63   7.68 6.00      64    1.49     157    0.88     392    1.91    7.76
  39106  346487 20240516 114319    3.03    3.05   17.06   7.69 5.87      62    1.76     187    1.06     498    1.39    7.62
  39108  346479 20240516 114346    4.06    4.06   16.80   7.71 6.14      64    1.89     202    1.15     550    1.05    6.82
  39113  346470 20240516 114419    4.96    4.95   16.56   7.71 6.11      64    2.00     215    1.23     595    0.81    5.72
  39112  346466 20240516 114440    5.98    5.98   16.27   7.71 6.00      62    2.11     229    1.32     645    0.62    5.86
  39067  346505 20240516 114518    6.95    6.96   16.08   7.68 5.64      58    2.35     256    1.48     739    0.63    6.78
  39090  346611 20240516 114601    7.98    7.98   15.81   7.66 5.38      55    2.50     274    1.59     788    0.57    7.08
  39112  346459 20240516 114640    8.94    8.98   15.65   7.65 5.24      54    2.73     300    1.75     877    0.53    7.67
  39117  346460 20240516 114725    9.98    9.99   15.64   7.64 5.22      54    2.89     318    1.86     939    0.58    9.16
  39118  346456 20240516 114758   11.05   11.02   15.49   7.61 4.89      50    3.34     369    2.18    1116    0.56   10.65
  39119  346459 20240516 114833   11.98   12.01   15.53   7.59 4.69      48    3.51     387    2.29    1179    0.56   12.73
