# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 09:14:14
#X: 46515 - Y: 369526
#00 DONARLOCATIE: KTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1004>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46515  369526 20240516 91423    1.06    1.05   17.07   7.93 9.14      97    5.00     532    3.21    1781    2.49    2.69
  46519  369500 20240516 91446    2.03    2.04   17.08   7.93 9.13      97    5.10     543    3.28    1821    2.54    2.56
  46535  369485 20240516 91526    3.05    3.06   17.09   7.93 9.08      97    5.16     549    3.32    1842    2.55    2.66
  46534  369482 20240516 91540    3.96    3.97   17.09   7.92 9.11      97    5.22     556    3.37    1867    2.52    2.72
  46526  369471 20240516 91616    5.05    5.08   17.08   7.92 9.05      97    5.39     575    3.49    1933    2.67    2.75
  46536  369457 20240516 91634    5.97    5.98   17.08   7.91 9.09      97    5.64     601    3.66    2029    2.65    2.66
  46538  369455 20240516 91653    6.98    6.97   17.09   7.91 9.08      97    5.77     615    3.75    2077    2.46    2.87
  46546  369452 20240516 91718    7.96    7.98   17.12   7.92 9.05      97    5.91     629    3.84    2129    2.53    2.95
  46546  369446 20240516 91736    8.97    8.98   17.14   7.92 8.96      96    6.00     638    3.90    2162    2.45    2.84
  46549  369432 20240516 91801   10.03   10.04   17.13   7.91 8.94      96    6.57     700    4.30    2386    2.25    3.02
  46551  369431 20240516 91815   11.04   11.06   17.09   7.91 9.02      97    7.28     776    4.81    2667    1.50    3.07
  46540  369429 20240516 91846   11.99   12.02   17.01   7.89 8.92      96    8.25     880    5.50    3054    1.67    3.58
