# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 08:50:03
#X: 45732 - Y: 371841
#00 DONARLOCATIE: KTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1004>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  45732  371841 20240516 85011    1.06    1.06   17.22   7.94 9.40     101    5.81     617    3.76    2085    2.37    2.43
  45712  371873 20240516 85041    1.97    1.99   17.24   7.94 9.40     101    5.74     609    3.71    2057    2.37    2.40
  45708  371883 20240516 85107    3.00    3.01   17.23   7.94 9.38     101    5.85     621    3.78    2099    2.21    2.50
  45705  371892 20240516 85126    3.94    3.93   17.23   7.94 9.39     101    5.89     625    3.82    2116    2.29    2.51
  45703  371900 20240516 85147    5.05    5.05   17.23   7.94 9.36     100    5.80     616    3.75    2080    2.34    2.49
  45698  371900 20240516 85213    6.01    6.01   17.23   7.94 9.36     100    5.83     619    3.77    2092    2.58    2.26
  45699  371901 20240516 85244    6.97    6.97   17.23   7.94 9.38     101    5.97     634    3.87    2145    2.45    2.68
  45701  371902 20240516 85323    8.00    8.02   17.22   7.94 9.39     101    6.11     649    3.97    2200    2.62    2.56
  45704  371901 20240516 85349    9.06    9.05   17.18   7.93 9.45     102    6.66     708    4.36    2416    2.66    2.79
  45704  371904 20240516 85406   10.06   10.07   17.10   7.92 9.51     103    7.96     848    5.28    2933    2.46    3.45
  45706  371904 20240516 85425   11.02   11.02   17.07   7.92 9.33     101    8.28     882    5.52    3063    2.20    3.25
  45709  371921 20240516 85513   11.96   11.94   16.97   7.90 9.20     100    9.46    1011    6.38    3547    1.98    3.35
  45710  371919 20240516 85532   13.08   13.10   16.90   7.89 9.24     101   10.52    1126    7.17    3986    1.90    3.97
  45706  371921 20240516 85550   13.97   14.00   16.81   7.88 9.07      99   11.71    1255    8.06    4486    1.80    4.29
  45712  371929 20240516 85635   14.98   14.99   16.67   7.87 8.95      98   13.99    1504    9.81    5465    1.58    4.63
