# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 10:04:16
#X: 44910 - Y: 362226
#00 DONARLOCATIE: KTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  44910  362226 20240516 100432    1.06    1.07   16.76   7.88 8.47      89    3.91     419    2.49    1293    1.81    2.85
  44895  362178 20240516 100504    2.02    2.03   16.76   7.88 8.45      89    3.89     418    2.48    1288    1.85    2.83
  44887  362155 20240516 100530    2.99    3.00   16.77   7.87 8.33      88    3.91     419    2.49    1294    1.76    3.06
  44889  362146 20240516 100547    3.96    3.96   16.78   7.87 8.27      87    3.95     424    2.52    1309    1.94    3.07
  44888  362138 20240516 100606    4.99    5.00   16.78   7.87 8.27      87    3.96     425    2.53    1315    1.91    3.07
  44882  362127 20240516 100624    5.95    5.97   16.78   7.87 8.27      87    4.05     435    2.59    1349    2.10    3.13
  44885  362119 20240516 100704    6.97    6.99   16.78   7.85 8.16      86    4.40     472    2.82    1480    1.71    3.11
  44887  362115 20240516 100731    7.97    7.97   16.76   7.85 8.18      87    4.39     471    2.82    1478    1.76    3.28
  44886  362114 20240516 100749    8.98    9.00   16.75   7.85 8.24      87    4.52     485    2.91    1614    1.57    3.25
  44890  362107 20240516 100818   10.01   10.01   16.75   7.85 8.23      87    4.83     518    3.12    1731    1.69    3.44
  44896  362108 20240516 100833   10.98   10.99   16.69   7.84 8.12      86    5.66     608    3.70    2054    1.41    3.65
  44896  362109 20240516 100853   11.99   12.02   16.62   7.83 8.21      87    6.80     732    4.51    2505    1.10    3.82
