# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 09:42:46
#X: 46908 - Y: 365565
#00 DONARLOCATIE: KTS-06
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  46908  365565 20240516 94302    1.02    1.02   16.81   7.90 8.68      92    4.42     474    2.84    1488    2.17    3.06
  46902  365526 20240516 94319    1.96    1.97   16.81   7.90 8.66      92    4.44     476    2.85    1494    2.18    2.95
  46894  365516 20240516 94338    3.05    3.07   16.81   7.90 8.66      92    4.46     478    2.87    1504    2.08    3.06
  46893  365505 20240516 94358    3.99    4.00   16.81   7.90 8.65      92    4.47     480    2.88    1593    2.27    3.01
  46891  365499 20240516 94415    5.07    5.08   16.81   7.91 8.65      92    4.46     478    2.87    1503    2.21    3.04
  46890  365493 20240516 94437    6.01    6.02   16.81   7.89 8.63      92    4.71     505    3.04    1683    2.33    3.22
  46892  365483 20240516 94500    6.99    6.99   16.81   7.89 8.64      92    4.82     516    3.11    1725    2.42    3.35
  46892  365491 20240516 94521    8.08    8.09   16.80   7.89 8.67      92    5.14     551    3.34    1849    2.18    3.38
  46893  365492 20240516 94548    9.00    9.02   16.81   7.88 8.71      93    5.64     604    3.68    2041    2.01    4.32
  46897  365488 20240516 94614   10.09   10.09   16.79   7.88 8.63      92    6.20     665    4.08    2261    2.04    4.42
  46896  365473 20240516 94701   11.01   11.03   16.74   7.86 8.45      90    6.97     748    4.62    2566    1.64    5.18
