# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 10:59:26
#X: 42686 - Y: 352266
#00 DONARLOCATIE: KTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  42686  352266 20240516 105934    1.07    1.09   16.77   7.80 7.45      78    2.68     287    1.67     832    1.39    4.21
  42678  352240 20240516 105953    2.06    2.06   16.76   7.79 7.42      78    2.69     288    1.68     835    1.37    4.39
  42674  352228 20240516 110008    3.04    3.04   16.75   7.79 7.40      78    2.71     291    1.70     846    1.30    4.16
  42674  352218 20240516 110027    3.96    3.96   16.74   7.79 7.36      77    2.73     293    1.70     851    1.30    4.18
  42674  352214 20240516 110042    5.00    4.99   16.72   7.79 7.34      77    2.76     297    1.73     865    1.30    4.46
  42673  352209 20240516 110056    6.06    6.08   16.68   7.78 7.21      76    2.86     308    1.80     903    1.32    4.28
  42673  352196 20240516 110129    7.02    7.03   16.55   7.77 7.00      73    3.06     329    1.93     978    1.22    4.86
  42673  352189 20240516 110153    8.01    8.00   16.48   7.76 6.91      72    3.23     349    2.05    1045    1.14    5.09
  42677  352182 20240516 110226    8.99    9.00   16.42   7.75 6.87      72    3.42     370    2.18    1121    1.12    5.27
  42680  352177 20240516 110249    9.99    9.99   16.24   7.74 6.90      72    4.03     438    2.61    1360    0.91    5.87
  42681  352175 20240516 110308   11.10   11.09   16.07   7.73 6.75      71    4.68     510    3.07    1702    0.79    6.47
  42680  352174 20240516 110358   12.06   12.07   16.00   7.73 6.58      69    4.93     538    3.25    1802    0.74    6.58
  42684  352174 20240516 110436   13.01   13.04   15.90   7.71 6.51      68    5.31     581    3.53    1957    0.69    7.39
