# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 16-05-2024 11:22:36
#X: 40773 - Y: 349032
#00 DONARLOCATIE: KTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40773  349032 20240516 112259    1.01    1.01   16.78   7.73 6.26      66    2.18     234    1.35     662    1.13    6.56
  40754  348999 20240516 112319    1.98    1.97   16.77   7.73 6.28      66    2.20     236    1.35     667    1.07    6.68
  40748  348988 20240516 112348    2.97    2.96   16.72   7.72 6.25      66    2.27     244    1.40     696    1.06    6.67
  40748  348979 20240516 112408    3.97    3.98   16.59   7.72 6.25      65    2.41     259    1.50     751    1.06    6.62
  40747  348973 20240516 112423    5.01    5.06   16.51   7.72 6.23      65    2.50     270    1.56     772    0.98    6.77
  40745  348970 20240516 112453    5.97    6.00   16.46   7.73 6.26      65    2.57     278    1.61     799    1.03    6.96
  40745  348973 20240516 112518    7.05    7.08   16.31   7.72 6.23      65    2.68     290    1.69     842    1.03    6.62
  40745  348968 20240516 112536    7.98    7.98   16.22   7.72 6.14      64    2.74     297    1.73     867    0.91    6.91
  40749  348964 20240516 112605    8.99    8.99   16.05   7.72 6.11      63    2.92     319    1.86     940    0.91    6.81
  40748  348958 20240516 112630   10.08   10.11   16.06   7.71 6.18      64    3.26     355    2.09    1069    0.75    8.40
  40743  348940 20240516 112656   10.99   11.00   15.96   7.70 6.06      63    3.59     392    2.32    1197    0.74    8.73
