# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 02-04-2024 09:07:57
#X: 79287 - Y: 372459
#00 DONARLOCATIE: ZTS-46
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par6.dat
## TLU        oC <-->
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  79287  372459 20240402 90757    0.99   15.71   11.01   7.86    2.76     339    2.00    1012    0.41    6.44    0.00
  79292  372447 20240402 90806    1.94   14.49   11.01   7.86    2.77     340    2.01    1015    0.35    6.56    0.00
  79293  372445 20240402 90809    2.91   13.64   11.02   7.86    2.78     341    2.01    1019    0.39    6.97    0.00
  79295  372442 20240402 90812    3.98   12.68   11.02   7.86    2.79     342    2.02    1024    0.39    7.09    0.00
  79295  372441 20240402 90815    4.99   11.56   11.02   7.86    2.80     344    2.03    1028    0.40    7.35    0.00
  79297  372437 20240402 90818    5.94   10.56   11.03   7.86    2.83     347    2.05    1039    0.40    8.04    0.00
  79297  372436 20240402 90821    6.91   10.45   11.04   7.86    2.87     352    2.08    1058    0.37    8.79    0.00
  79298  372435 20240402 90823    7.90    8.70   11.04   7.86    2.89     355    2.10    1067    0.33    8.85    0.00
  79299  372432 20240402 90826    8.91    7.99   11.06   7.86    2.95     361    2.14    1090    0.38   10.34    0.00
  79299  372432 20240402 90829    9.91    6.63   11.07   7.86    3.01     369    2.19    1117    0.42   11.86    0.00
  79300  372430 20240402 90831   10.93    5.56   11.09   7.86    3.05     373    2.21    1131    0.43   13.11    0.00
  79299  372430 20240402 90834   11.91    3.35   11.10   7.86    3.09     379    2.25    1151    0.50   13.51    0.00
  79300  372428 20240402 90836   12.98    3.64   11.12   7.85    3.19     391    2.33    1193    0.44   18.32    0.00
  79301  372426 20240402 90839   13.88    3.21   11.14   7.85    3.26     399    2.38    1221    0.45   20.76    0.00
  79302  372424 20240402 90844   14.99    1.56   11.15   7.84    3.45     422    2.52    1302    0.47   23.88    0.00
