# VERTIKAAL 13 M.C.ECOS 8 VERTIKAAL
* 27-06-2024 11:44:51
#X: 72730 - Y: 390984
#00 DONARLOCATIE: ZTS-32
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par12.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN PHUCOUG
  72730  390984 20240627 114451    1.05    1.07   23.00   8.88    1.36     127    0.71     291    4.20    1.53    0.12
  72714  390985 20240627 114504    1.90    2.03   22.35   8.78    1.34     127    0.71     292    3.51    1.29   -0.27
  72709  390986 20240627 114507    2.88    2.96   21.68   8.69    1.32     128    0.71     293    2.96    1.38   -0.33
  72706  390987 20240627 114512    3.90    4.00   20.72   8.51    1.30     129    0.71     295    1.95    1.36   -0.55
  72700  390987 20240627 114516    4.92    4.99   20.19   8.39    1.30     129    0.72     298    1.52    1.13   -0.61
  72698  390987 20240627 114520    5.91    5.98   19.66   8.30    1.29     130    0.72     299    1.01    1.08   -0.57
  72697  390986 20240627 114525    7.01    7.14   18.91   8.24    1.28     131    0.73     305    0.83    0.92   -0.63
  72700  391003 20240627 114527    7.94    8.07   18.42   8.19    1.27     132    0.74     307    0.80    0.73   -0.55
  72672  391010 20240627 114530    8.90    9.02   17.50   8.13    1.29     136    0.76     320    0.71    0.84   -0.57
  72671  391010 20240627 114534    9.89   10.02   16.70   8.08    1.34     144    0.81     349    0.65    0.79   -0.65
  72672  391010 20240627 114537   10.94   11.12   16.43   8.03    1.42     154    0.86     382    0.71    0.96   -0.69
  72672  391010 20240627 114541   11.89   12.11   16.00   7.87    1.69     184    1.05     488    0.68    1.65   -0.73
  72673  391011 20240627 114543   12.93   13.08   15.63   7.72    1.91     210    1.20     578    0.74    1.94   -0.66
  72673  391011 20240627 114546   13.88   14.05   14.79   7.57    2.26     254    1.47     732    0.76    2.19   -0.66
  72673  391010 20240627 114548   14.90   15.08   14.35   7.50    2.37     268    1.56     766    0.74    2.05   -0.72
  72675  391012 20240627 114552   15.91   15.95   13.87   7.43    2.46     282    1.64     813    0.77    1.98   -0.69
  72674  391012 20240627 114556   16.98   17.12   13.57   7.41    2.46     284    1.66     821    0.78    2.20   -0.63
  72675  391011 20240627 114605   17.90   17.95   13.50   7.41    2.47     286    1.66     826    0.83    2.05   -0.67
