# VERTIKAAL 1 Delta
* 25-07-2025 07:41:30
#X: 77123 - Y: 406230
#06 PROJECTCODE: ZH19
#00 DONARLOCATIE: ZTS-09
#08 WAARNEMER(S): bernaards
#21 MEETGEBIED: NVT
#22 STARTPUNT: zts 15
#23 EINDPUNT: zts46
#51 OPDRACHTGEVER: CIV
#52 BEHEERDER: MOBIELMETEN
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU    TROEBHFNU  PHYCOUGL
  77125  406230 20250725 74138    0.94    8.96   22.28   8.96    1.34     128    0.71     294    1.21     33.68      4.64
  77125  406230 20250725 74147    2.01    8.96   22.28   8.96    1.34     127    0.71     292    0.97     33.62      3.52
  77125  406230 20250725 74150    3.02    8.96   22.28   8.95    1.33     127    0.71     291    1.41      9.06      4.42
  77125  406230 20250725 74156    3.95    8.96   22.28   8.95    1.34     128    0.71     292    1.23     29.35      4.00
  77125  406230 20250725 74202    4.91    8.96   22.27   8.95    1.34     128    0.71     294    1.12      8.06      2.64
  77125  406230 20250725 74207    5.95    8.96   22.25   8.95    1.35     129    0.72     296    1.02     19.43      2.32
  77125  406230 20250725 74217    6.97    8.96   22.23   8.94    1.36     130    0.72     300    0.79     10.82      0.91
  77125  406230 20250725 74226    7.95    8.96   22.14   8.91    1.36     130    0.72     301    0.71      5.02     -0.24
  77125  406230 20250725 74232    9.32    8.96   21.96   8.85    1.38     133    0.74     310    0.41      2.97     -0.67
  77125  406230 20250725 74238    9.93    8.96   21.88   8.85    1.42     137    0.76     323    0.44      2.63     -0.89
  77125  406230 20250725 74244   11.07    8.96   21.86   8.86    1.49     143    0.80     347    0.40      3.00     -0.89
  77125  406230 20250725 74249   12.04    8.96   21.82   8.85    1.48     143    0.80     343    0.30      2.67     -0.99
