# VTK  5 Delta
* 05-06-2025 11:19:55
#X: 76833 - Y: 376808
#00 DONARLOCATIE: ZTS-43
#08 WAARNEMER(S): Hartman
@ par2.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU PHYCOUG
  76833  376808 20250605 112015    1.00    5.33   19.58   8.22 8.51      95    5.93     598    3.63    2012    1.42      6.04    8.56
  76833  376808 20250605 112025    1.03    5.22   19.58   8.22 8.51      95    5.94     600    3.64    2018    1.41      6.11    8.56
  76833  376808 20250605 112044    2.00    4.16   19.62   8.21 8.43      95    6.13     618    3.76    2085    1.52      6.71    8.49
  76833  376808 20250605 112104    3.03    2.87   19.64   8.21 8.38      94    6.18     623    3.79    2102    1.60      6.57    8.43
  76833  376808 20250605 112120    3.96    1.91   19.70   8.20 8.34      94    6.36     640    3.90    2162    1.51      7.06    8.39
  76833  376808 20250605 112137    5.06    0.91   20.15   8.19 8.20      93    7.36     734    4.52    2505    1.26      6.24    8.25
