# VTK  11 Delta
* 05-06-2025 16:23:17
#X: 74333 - Y: 387738
#00 DONARLOCATIE: ZTS-36
#08 WAARNEMER(S): Hartman
@ par2.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU PHYCOUG
  74333  387738 20250605 162330    1.01   15.17   17.77   8.47 9.55     102    1.43     150    0.84     369    0.99      1.82    9.63
  74333  387738 20250605 162340    0.98   10.89   17.77   8.47 9.56     102    1.43     150    0.84     369    0.97      2.11    9.63
  74333  387738 20250605 162355    1.99   15.23   17.76   8.46 9.54     102    1.43     150    0.84     369    0.85      2.00    9.61
  74333  387738 20250605 162414    2.99   14.27   17.77   8.46 9.53     101    1.43     150    0.84     369    0.96      2.09    9.60
  74333  387738 20250605 162439    3.98    6.49   17.77   8.46 9.54     102    1.43     150    0.84     369    1.03      2.08    9.62
  74333  387738 20250605 162504    5.02   12.25   17.75   8.46 9.53     101    1.43     150    0.84     368    0.93      2.05    9.60
  74333  387738 20250605 162521    6.04   11.19   17.75   8.46 9.53     101    1.43     150    0.84     369    0.87      2.13    9.60
  74333  387738 20250605 162537    6.98   10.25   17.75   8.46 9.52     101    1.43     150    0.84     369    1.02      1.98    9.60
  74333  387738 20250605 162600    8.04    9.18   17.75   8.46 9.52     101    1.43     150    0.84     369    0.96      2.11    9.59
  74333  387738 20250605 162616    9.04    8.21   17.76   8.46 9.52     101    1.43     150    0.84     369    1.00      2.27    9.59
  74333  387738 20250605 162644   10.02    7.28   17.71   8.45 9.47     101    1.43     151    0.85     372    0.88      2.37    9.54
  74333  387738 20250605 162700   10.98    6.28   17.71   8.45 9.46     101    1.43     151    0.85     372    0.95      2.42    9.53
  74333  387738 20250605 162718   11.99    5.24   17.71   8.45 9.46     101    1.43     151    0.85     372    0.91      2.18    9.53
  74333  387738 20250605 162740   13.03    4.23   17.71   8.45 9.46     101    1.43     151    0.85     372    0.88      2.08    9.53
  74333  387738 20250605 162807   14.05    3.09   17.71   8.45 9.47     101    1.44     151    0.85     373    0.91      2.18    9.54
  74333  387738 20250605 162824   15.02    1.91   17.69   8.45 9.45     100    1.44     151    0.85     373    0.92      2.22    9.52
  74333  387738 20250605 162846   16.01    1.00   17.64   8.43 9.40     100    1.47     155    0.87     386    0.75      2.73    9.47
