# VERTIKAAL 2 M.C.ECOS 6 VERTIKAAL
* 13-12-2024 12:02:37
#X: 72570 - Y: 408770
#00 DONARLOCATIE: ZTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1030>
## WINDSHD    m/s <-->
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- PHYCOUG
  72570  408770 20241213 120240    1.00   10.55    6.04   8.25    0.87     121    0.68     275    0.25
  72570  408770 20241213 120248    1.99    9.24    6.03   8.25    0.87     121    0.68     274    0.23
  72570  408770 20241213 120251    2.88    8.16    6.03   8.25    0.87     121    0.68     275    0.26
  72570  408770 20241213 120253    3.90    6.98    6.04   8.25    0.88     122    0.69     277    0.43
  72570  408770 20241213 120255    4.88    5.83    6.04   8.25    0.88     122    0.69     279    0.36
  72570  408770 20241213 120258    5.94    4.66    6.06   8.25    0.89     124    0.70     284    0.23
  72570  408770 20241213 120300    6.93    3.68    6.07   8.25    0.90     126    0.71     286    0.31
  72570  408770 20241213 120302    7.91    2.83    6.09   8.25    0.92     128    0.72     292    0.24
  72570  408770 20241213 120304    8.88    1.96    6.11   8.25    0.94     130    0.74     302    0.34
  72570  408770 20241213 120307    9.93    1.24    6.24   8.23    1.13     157    0.89     392    0.37
