# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 10:51:08
#X: 53004 - Y: 420314
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53004  420314 20240417 105118    1.12    1.17   11.44   8.27 8.83      96   31.73    3853   27.48   15529    0.54    0.61
  52971  420280 20240417 105158    2.08    2.09   11.42   8.27 8.85      96   31.72    3854   27.48   15532    0.79    0.64
  52971  420276 20240417 105220    2.97    2.98   11.42   8.27 8.85      96   31.73    3854   27.49   15534    0.48    0.55
  52957  420273 20240417 105245    3.97    3.99   11.42   8.27 8.84      96   31.73    3855   27.49   15535    0.74    0.55
  52952  420272 20240417 105259    4.96    4.97   11.41   8.27 8.84      96   31.73    3855   27.49   15535    0.71    0.63
  52949  420270 20240417 105313    6.01    6.00   11.41   8.27 8.85      96   31.73    3855   27.49   15536    0.77    0.59
  52947  420263 20240417 105332    6.96    6.97   11.41   8.27 8.85      96   31.73    3855   27.49   15537    0.70    0.63
  52950  420265 20240417 105350    7.93    7.93   11.41   8.27 8.85      96   31.73    3855   27.49   15536    0.55    0.62
  52949  420273 20240417 105410    8.95    8.94   11.41   8.27 8.84      96   31.73    3856   27.50   15542    0.51    0.62
  52938  420273 20240417 105509   10.10   10.09   11.29   8.27 8.43      92   32.54    3965   28.36   16040    0.60    0.71
  52939  420274 20240417 105527   11.06   11.08   11.22   8.27 8.44      92   32.70    3992   28.58   16163    0.76    1.36
