# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 10:38:43
#X: 53730 - Y: 421052
#00 DONARLOCATIE: GTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53730  421052 20240417 103852    1.08    1.09   11.30   8.24 8.67      94   31.55    3843   27.40   15485    0.39    0.66
  53721  421042 20240417 103912    1.95    1.95   11.31   8.24 8.66      94   31.55    3844   27.40   15486    0.41    0.64
  53717  421035 20240417 103926    3.09    3.10   11.31   8.24 8.66      94   31.55    3844   27.40   15485    0.72    0.71
  53712  421030 20240417 103946    3.99    4.00   11.31   8.24 8.65      94   31.55    3843   27.40   15484    0.78    0.63
  53714  421028 20240417 104005    4.93    4.94   11.31   8.24 8.64      94   31.56    3844   27.40   15486    0.45    0.59
  53719  421021 20240417 104024    5.96    5.96   11.31   8.24 8.63      94   31.56    3844   27.41   15489    0.51    0.63
  53715  421024 20240417 104047    6.95    6.94   11.29   8.24 8.59      93   31.55    3845   27.41   15491    0.49    0.55
  53717  421032 20240417 104101    8.05    8.05   11.31   8.24 8.59      93   31.57    3846   27.42   15496    0.50    0.67
  53724  421043 20240417 104131    8.93    8.97   11.43   8.25 8.62      94   31.76    3858   27.51   15548    0.54    0.66
  53733  421051 20240417 104200   10.03   10.05   11.48   8.27 8.69      95   31.86    3866   27.58   15585    0.53    0.63
  53727  421050 20240417 104214   10.93   10.94   11.51   8.27 8.70      95   32.01    3880   27.69   15648    0.93    0.64
  53715  421045 20240417 104251   11.98   11.98   11.35   8.27 8.55      93   32.21    3920   28.00   15831    0.83    0.78
  53719  421037 20240417 104336   12.97   13.00   11.24   8.26 8.35      91   32.43    3957   28.30   16004    0.87    0.67
  53727  421032 20240417 104410   13.98   14.00   11.16   8.25 8.24      90   32.53    3977   28.46   16093    0.86    0.75
  53719  421024 20240417 104453   15.12   15.16   11.20   8.28 8.46      92   32.73    3998   28.62   16190    1.16    0.69
  53724  421040 20240417 104535   15.96   15.94   11.14   8.26 8.30      91   32.81    4013   28.74   16259    1.10    0.69
