# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 08:56:02
#X: 65255 - Y: 412059
#00 DONARLOCATIE: GTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <6>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  65255  412059 20240417 85610    1.03    1.04   11.19   8.25 8.67      94   31.01    3789   26.97   15239    0.50    1.42
  65254  412068 20240417 85648    1.95    1.96   11.20   8.25 8.69      94   31.03    3790   26.98   15241    0.44    1.39
  65255  412076 20240417 85741    2.95    2.97   11.20   8.25 8.69      94   31.03    3790   26.98   15243    0.42    1.44
  65252  412076 20240417 85806    3.94    3.95   11.19   8.25 8.64      94   31.03    3791   26.99   15246    0.44    1.44
  65249  412072 20240417 85828    5.01    5.01   11.14   8.24 8.59      93   31.01    3793   27.00   15254    0.35    1.40
  65241  412070 20240417 85850    6.07    6.10   11.09   8.24 8.53      92   30.99    3795   27.02   15265    0.39    1.41
  65237  412068 20240417 85905    6.97    6.98   11.09   8.24 8.50      92   30.99    3795   27.02   15267    0.35    1.43
  65233  412068 20240417 85924    8.13    8.10   11.05   8.24 8.48      91   30.99    3798   27.05   15280    0.38    1.34
  65244  412071 20240417 85949    9.01    9.04   11.00   8.25 8.59      93   30.97    3801   27.07   15294    0.35    1.45
  65249  412076 20240417 90010   10.04   10.04   10.98   8.25 8.65      93   30.96    3802   27.08   15297    0.41    1.41
  65251  412079 20240417 90031   11.05   11.06   10.98   8.25 8.66      93   30.96    3802   27.07   15297    0.37    1.43
  65243  412075 20240417 90056   11.96   11.96   10.98   8.25 8.58      92   30.96    3802   27.07   15297    0.43    1.40
  65240  412074 20240417 90111   12.98   12.96   10.98   8.25 8.52      92   30.96    3802   27.08   15298    0.34    1.41
