# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 09:57:01
#X: 57978 - Y: 417110
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  57978  417110 20240417 95709    1.09    1.11   11.69   8.23 8.64      95   31.59    3813   27.16   15343    0.45    0.81
  57939  417188 20240417 95747    2.07    2.07   11.70   8.23 8.64      95   31.60    3813   27.16   15344    0.51    0.84
  57938  417187 20240417 95817    2.98    2.98   11.70   8.23 8.62      94   31.60    3813   27.16   15346    0.61    0.85
  57936  417187 20240417 95835    4.00    3.99   11.69   8.23 8.62      94   31.60    3814   27.17   15348    0.42    0.71
  57935  417188 20240417 95853    5.00    5.02   11.62   8.24 8.63      94   31.57    3817   27.19   15363    0.48    0.75
  57933  417188 20240417 95907    6.08    6.10   11.55   8.24 8.63      94   31.55    3820   27.22   15378    0.37    0.75
  57932  417189 20240417 95922    6.97    6.96   11.55   8.24 8.64      94   31.55    3820   27.22   15379    0.63    0.69
  57930  417189 20240417 95935    7.95    7.95   11.51   8.24 8.64      94   31.54    3823   27.24   15388    0.45    0.61
  57928  417190 20240417 95950    8.94    8.93   11.51   8.24 8.65      94   31.53    3823   27.24   15388    0.39    0.71
  57930  417182 20240417 100009   10.06   10.06   11.51   8.24 8.66      94   31.54    3823   27.24   15391    0.45    0.65
  57930  417178 20240417 100024   11.02   11.05   11.50   8.24 8.66      94   31.53    3824   27.25   15394    0.43    0.63
  57929  417178 20240417 100038   12.00   12.02   11.49   8.24 8.67      94   31.53    3824   27.25   15394    0.53    0.66
  57928  417176 20240417 100052   13.07   13.08   11.48   8.24 8.67      94   31.53    3825   27.26   15400    0.46    0.59
  57926  417175 20240417 100106   14.07   14.06   11.44   8.24 8.67      94   31.52    3828   27.28   15412    0.39    0.57
  57920  417180 20240417 100131   15.09   15.11   11.39   8.23 8.60      94   31.53    3834   27.32   15440    0.32    0.60
  57915  417182 20240417 100158   16.09   16.12   11.35   8.23 8.53      93   31.55    3840   27.37   15467    0.40    0.53
  57910  417192 20240417 100238   17.10   17.10   11.32   8.22 8.40      91   31.58    3845   27.42   15493    0.30    0.65
  57901  417213 20240417 100351   18.10   18.10   10.49   8.11 7.02      75   31.75    3946   28.21   15954    0.24    0.43
  57898  417212 20240417 100545   18.92   18.96    9.60   8.00 5.90      62   31.66    4023   28.82   16311    0.22    8.14
