# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 11:10:45
#X: 49778 - Y: 418288
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49778  418288 20240417 111051    0.97    0.99   11.21   8.27 8.92      97   31.58    3857   27.51   15547    0.56    0.71
  49743  418272 20240417 111120    1.95    1.96   11.19   8.27 8.90      97   31.57    3857   27.51   15547    0.71    0.69
  49740  418273 20240417 111135    3.03    3.05   11.18   8.27 8.90      96   31.57    3857   27.51   15547    0.94    0.61
  49739  418273 20240417 111151    4.02    4.03   11.18   8.27 8.89      96   31.57    3857   27.51   15548    0.66    0.81
  49739  418271 20240417 111209    5.04    5.04   11.18   8.27 8.89      96   31.58    3858   27.52   15553    1.05    0.63
  49738  418270 20240417 111223    6.06    6.07   11.17   8.27 8.88      96   31.59    3861   27.54   15563    0.98    0.79
  49738  418270 20240417 111237    7.01    7.01   11.15   8.28 8.87      96   31.59    3863   27.56   15575    1.09    0.66
  49736  418274 20240417 111313    7.95    7.96   11.23   8.30 8.85      96   31.87    3890   27.77   15698    1.16    0.76
  49740  418279 20240417 111402    9.06    9.07   11.37   8.33 9.14     100   32.40    3940   28.17   15925    1.76    0.83
  49741  418282 20240417 111416    9.97    9.98   11.36   8.32 9.14     100   32.45    3948   28.22   15959    1.41    0.93
  49740  418280 20240417 111510   11.01   11.02   11.22   8.30 8.79      96   32.94    4022   28.81   16300    1.41    0.69
  49748  418279 20240417 111625   11.97   11.98   11.09   8.27 8.34      91   33.47    4098   29.42   16650    1.32    0.94
  49737  418269 20240417 111716   13.04   13.04   10.98   8.26 8.06      88   33.60    4126   29.64   16778    0.83    0.86
  49734  418270 20240417 111815   13.94   13.93   10.80   8.23 7.70      84   33.65    4151   29.84   16894    0.39    0.83
  49729  418284 20240417 111921   14.97   14.97   10.59   8.21 7.37      80   33.59    4164   29.95   16958    0.40    0.81
  49727  418291 20240417 111948   15.99   15.98   10.66   8.21 7.36      80   33.70    4171   30.00   16989    0.49    0.84
  49719  418312 20240417 112051   17.11   17.12   10.48   8.18 6.95      76   33.70    4189   30.15   17074    0.45    1.00
