# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 09:20:10
#X: 61267 - Y: 413018
#00 DONARLOCATIE: GTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  61267  413018 20240417 92018    0.97    0.77   11.62   8.24 8.73      95   31.53    3812   27.16   15342    0.49    0.96
  61235  413034 20240417 92044    1.99    1.99   11.50   8.23 8.65      94   31.42    3810   27.13   15330    0.35    0.92
  61224  413040 20240417 92102    2.95    2.96   11.50   8.23 8.62      94   31.42    3809   27.13   15329    0.43    0.91
  61218  413042 20240417 92116    4.06    4.07   11.50   8.23 8.59      94   31.42    3810   27.14   15331    0.40    0.80
  61214  413040 20240417 92130    5.09    5.11   11.50   8.23 8.59      94   31.43    3811   27.14   15335    0.35    0.92
  61214  413036 20240417 92144    6.05    6.07   11.50   8.23 8.59      94   31.43    3811   27.15   15337    0.37    0.80
  61208  413033 20240417 92159    6.98    6.99   11.49   8.23 8.61      94   31.43    3811   27.14   15336    0.41    0.82
  61206  413030 20240417 92214    8.10    8.13   11.49   8.24 8.64      94   31.43    3812   27.15   15340    0.46    0.81
  61204  413028 20240417 92228    8.99    9.02   11.47   8.24 8.67      94   31.42    3813   27.16   15345    0.31    0.94
  61193  413026 20240417 92248    9.94    9.95   11.41   8.24 8.68      94   31.38    3813   27.16   15344    0.36    0.90
