# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 12:02:10
#X: 47988 - Y: 418346
#00 DONARLOCATIE: GTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1013>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  47988  418346 20240417 120226    1.08    1.08   11.22   8.33 9.37     102   31.89    3894   27.80   15713    1.04    0.81
  47978  418351 20240417 120244    2.02    2.02   11.21   8.33 9.37     102   31.89    3894   27.80   15716    0.87    0.75
  47977  418354 20240417 120302    3.04    3.05   11.17   8.33 9.38     102   31.86    3895   27.81   15718    1.30    0.76
  47978  418356 20240417 120316    3.99    3.99   11.16   8.33 9.39     102   31.86    3895   27.81   15720    1.79    0.73
  47981  418360 20240417 120349    4.94    4.94   11.18   8.33 9.29     101   31.97    3906   27.90   15771    1.54    1.30
  47981  418359 20240417 120412    5.97    5.98   11.26   8.33 9.25     101   32.21    3928   28.07   15871    2.06    0.96
  47981  418364 20240417 120442    7.03    7.04   11.27   8.33 9.16     100   32.31    3940   28.16   15922    1.84    0.78
  47983  418365 20240417 120510    7.97    7.99   11.27   8.32 9.09      99   32.36    3945   28.21   15949    1.83    0.79
  47985  418379 20240417 120548    9.02    9.02   11.23   8.31 8.96      98   32.40    3955   28.28   15992    4.59    0.71
  47983  418382 20240417 120602   10.04   10.04   11.26   8.32 8.95      98   32.50    3964   28.35   16033    0.97    0.91
  47983  418382 20240417 120617   10.96   10.96   11.23   8.31 8.93      98   32.63    3983   28.50   16119    2.20    0.88
  47980  418367 20240417 120750   11.97   11.99   11.14   8.28 8.23      90   33.39    4085   29.31   16587    0.69    1.01
  47981  418351 20240417 120906   13.05   13.04   10.95   8.24 7.52      82   33.92    4168   29.98   16974    0.92    1.19
  47980  418337 20240417 121017   14.00   14.02   10.35   8.15 6.55      71   33.64    4196   30.20   17104    0.49    1.07
  47972  418334 20240417 121118   15.02   15.06   10.09   8.12 6.20      67   33.41    4193   30.18   17093    0.34    1.01
  47965  418331 20240417 121215   15.98   15.97    9.98   8.09 5.92      64   33.31    4192   30.17   17089    0.29    1.24
