# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 17-04-2024 08:40:12
#X: 67389 - Y: 411338
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67389  411338 20240417 84020    1.06    1.08   11.80   8.22 8.35      92   31.42    3782   26.92   15204    0.48    1.01
  67350  411344 20240417 84044    2.10    2.10   11.83   8.21 8.30      91   31.44    3782   26.92   15204    0.40    1.07
  67343  411344 20240417 84103    3.00    2.99   11.83   8.21 8.34      91   31.44    3782   26.92   15204    0.40    1.11
  67339  411343 20240417 84119    4.08    4.09   11.82   8.21 8.34      91   31.44    3782   26.92   15205    0.39    1.14
  67338  411341 20240417 84133    5.07    5.07   11.82   8.21 8.32      91   31.44    3782   26.92   15204    0.37    0.99
  67337  411336 20240417 84147    6.05    6.08   11.80   8.22 8.33      91   31.43    3783   26.92   15206    0.38    1.10
  67338  411331 20240417 84201    7.11    7.13   11.75   8.22 8.35      91   31.39    3783   26.92   15208    0.45    1.19
  67334  411320 20240417 84229    7.99    7.99   11.55   8.23 8.44      92   31.25    3784   26.94   15215    0.50    1.56
  67329  411312 20240417 84259    8.97    8.99   11.31   8.24 8.55      93   31.07    3785   26.94   15219    0.48    1.77
  67324  411307 20240417 84325   10.00   10.00   11.15   8.25 8.65      93   30.97    3787   26.96   15229    0.49    1.70
  67320  411306 20240417 84343   11.06   11.07   10.98   8.27 8.73      94   30.95    3800   27.06   15289    0.46    1.89
  67318  411308 20240417 84358   11.98   11.98   10.98   8.27 8.74      94   30.97    3802   27.08   15299    0.42    1.80
