# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 22-07-2024 11:02:42
#X: 37350 - Y: 393902
#00 DONARLOCATIE: VTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  37350  393902 20240722 110329    0.96   17.70   22.74   8.25 10.0     135   39.56    3737   26.52   14938    2.75    0.00
  37371  393870 20240722 110445    2.00   17.05   22.52   8.22 9.80     132   39.39    3738   26.52   14942    4.07    0.00
  37381  393860 20240722 110540    2.98   16.08   22.12   8.07 8.04     107   39.20    3751   26.63   15002    3.91    0.00
  37394  393847 20240722 110700    4.05   14.64   20.81   7.88 6.32      83   39.02    3836   27.30   15397    2.56    0.00
  37400  393837 20240722 110752    5.06   13.41   20.34   7.83 5.63      73   39.13    3885   27.69   15624    2.81    0.00
  37408  393828 20240722 110852    6.03   12.29   19.85   7.78 4.87      63   39.14    3927   28.03   15817    1.07    0.00
  37413  393819 20240722 110940    7.04   11.10   19.65   7.77 4.61      59   39.00    3929   28.05   15829    0.89    0.00
  37420  393808 20240722 111034    8.01   10.90   19.43   7.73 4.15      53   38.75    3922   27.99   15798    0.77    0.00
  37426  393801 20240722 111114    9.03    8.86   19.51   7.75 4.37      56   38.89    3930   28.05   15832    0.76    0.00
  37434  393793 20240722 111201   10.10    7.78   19.36   7.74 4.10      52   38.76    3929   28.05   15830    0.38    0.00
  37443  393787 20240722 111252   11.03    6.80   19.54   7.76 4.45      57   39.05    3943   28.16   15893    0.38    0.00
  37447  393785 20240722 111311   12.02    5.86   19.54   7.76 4.41      57   39.06    3944   28.16   15898    0.71    0.00
  37452  393783 20240722 111337   12.98    4.85   19.57   7.77 4.47      57   39.14    3950   28.21   15923    0.47    0.00
  37462  393778 20240722 111436   13.98    3.54   18.93   7.67 2.91      37   38.39    3928   28.04   15826    0.30    0.00
  37476  393773 20240722 111622   15.03    2.39   17.65   7.55 0.17       2   37.04    3897   27.80   15695    0.21    0.00
  37479  393772 20240722 111644   16.03    1.35   17.51   7.55 0.13       2   36.93    3897   27.80   15695    0.18    0.00
  37481  393770 20240722 111708   16.98    0.75   17.47   7.56 0.11       1   36.89    3897   27.80   15694    0.16    0.00
