# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 22-07-2024 09:27:52
#X: 33484 - Y: 400793
#00 DONARLOCATIE: VTS-100
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1016>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33484  400793 20240722 92809    1.09   15.19   20.82   8.09 8.02     105   38.13    3747   26.61   14995    3.04    0.00
  33492  400808 20240722 92826    1.98   14.38   20.82   8.09 8.04     105   38.12    3747   26.61   14995    3.04    0.00
  33494  400809 20240722 92842    2.98   13.45   20.81   8.09 8.05     105   38.12    3748   26.61   14996    3.03    0.00
  33497  400813 20240722 92907    4.05   12.43   20.80   8.09 8.00     104   38.11    3747   26.60   14995    2.98    0.00
  33502  400823 20240722 92952    5.01   11.71   20.47   8.00 7.01      91   37.85    3748   26.61   14999    2.91    0.00
  33506  400832 20240722 93037    5.97   10.80   19.59   7.78 5.02      64   37.16    3749   26.62   15008    1.81    0.00
  33515  400847 20240722 93141    6.97    9.90   19.24   7.70 4.29      54   36.99    3760   26.71   15060    1.43    0.00
  33523  400856 20240722 93220    8.00    8.69   18.67   7.64 3.87      48   36.49    3755   26.67   15041    0.81    0.00
  33532  400867 20240722 93302    9.08    7.48   18.39   7.60 3.56      44   36.28    3756   26.68   15047    0.43    0.00
  33538  400877 20240722 93338    9.98    6.53   18.31   7.58 3.24      40   36.26    3761   26.72   15071    0.39    0.00
  33545  400893 20240722 93430   10.93    5.66   18.25   7.56 2.87      36   36.27    3766   26.76   15094    0.33    0.00
  33547  400910 20240722 93522   12.00    4.19   18.22   7.55 2.61      32   36.30    3772   26.80   15119    0.17    0.00
  33547  400915 20240722 93540   13.03    3.20   17.97   7.54 2.42      30   36.13    3774   26.83   15134    0.27    0.00
  33546  400920 20240722 93557   14.07    2.10   17.75   7.50 1.87      23   36.02    3781   26.88   15166    0.23    0.00
  33547  400926 20240722 93632   15.01    1.38   16.83   7.52 0.31       4   35.49    3802   27.05   15268    0.25    0.00
