# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 09-09-2024 12:24:12
#X: 49729 - Y: 418258
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): hofman
@ par1.dat
## LUCHTDK    hPa <1003>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49729  418258 20240909 122420    1.09    0.99   20.86   8.05 8.01     107   41.37    4062   29.10   16431    2.16    0.98
  49741  418264 20240909 122521    2.01    0.99   20.86   8.05 7.99     107   41.36    4061   29.09   16427    2.25    0.87
  49734  418251 20240909 122556    3.08    0.99   20.86   8.05 7.99     107   41.36    4062   29.10   16431    2.95    0.87
  49733  418250 20240909 122613    4.04    0.99   20.87   8.06 7.99     107   41.37    4062   29.10   16431    2.54    0.86
  49732  418247 20240909 122659    5.03    0.99   20.85   8.05 7.94     106   41.34    4061   29.09   16427    2.57    0.78
  49732  418245 20240909 122716    6.03    0.99   20.83   8.05 7.94     106   41.33    4062   29.10   16430    2.75    0.89
  49722  418241 20240909 122753    6.98    0.99   20.81   8.04 7.81     105   41.31    4061   29.09   16428    2.57    0.89
  49705  418243 20240909 122832    7.99    0.99   20.76   7.98 6.89      92   41.75    4109   29.48   16650    1.23    0.91
  49689  418248 20240909 122914    8.90    0.99   20.94   7.99 6.67      90   43.00    4216   30.33   17140    0.64    0.85
  49684  418250 20240909 122952   10.03    0.99   20.63   7.95 5.97      80   43.22    4265   30.73   17374    0.47    1.09
  49677  418251 20240909 123025   10.96    0.99   20.60   7.95 5.79      78   43.23    4269   30.76   17390    0.63    1.16
  49674  418251 20240909 123109   12.00    0.99   20.25   7.89 5.11      68   43.15    4293   30.95   17504    0.50    1.24
  49675  418254 20240909 123159   12.93    0.99   19.92   7.84 4.35      58   42.97    4304   31.04   17558    0.37    1.07
  49653  418267 20240909 123255   13.99    0.99   19.69   7.80 3.89      52   42.79    4307   31.07   17574    0.36    1.08
