# VERTIKAAL 7 M.C.ECOS 6 VERTIKAAL
* 01-05-2025 08:54:50
#X: 77150 - Y: 406200
#00 DONARLOCATIE: ZTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par7.dat
## TLU        oC <-->
## LUCHTDK    hPa <1019>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <-->

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID
  77150  406200 20250501 85450    0.93   13.48   16.33   8.42    1.12     121    0.67     275    0.69    0.58
  77150  406200 20250501 85501    2.03   12.06   16.33   8.42    1.12     122    0.68     276    0.71    0.57
  77150  406200 20250501 85505    3.01   11.04   16.28   8.41    1.12     121    0.68     275    0.80    0.60
  77150  406200 20250501 85509    4.00   10.14   16.14   8.36    1.14     124    0.69     284    0.78    0.64
  77150  406200 20250501 85513    4.89    9.23   16.07   8.36    1.20     131    0.73     303    0.73    0.65
  77150  406200 20250501 85518    6.02    7.97   16.04   8.38    1.27     138    0.77     329    0.63    0.62
  77150  406200 20250501 85522    7.06    6.94   15.96   8.38    1.31     143    0.80     345    0.68    0.65
  77150  406200 20250501 85526    7.97    6.06   15.84   8.37    1.36     149    0.84     364    0.65    0.54
  77150  406200 20250501 85531    9.04    5.03   15.45   8.31    1.46     161    0.91     407    0.57    0.65
  77150  406200 20250501 85536   10.02    4.02   15.21   8.32    1.58     176    1.00     458    0.55    0.66
  77150  406200 20250501 85540   10.90    3.07   14.98   8.31    1.71     191    1.09     512    0.51    0.65
  77150  406200 20250501 85546   11.99    1.87   14.55   8.26    1.88     212    1.22     585    0.55    0.79
  77150  406200 20250501 85551   13.02    0.88   14.28   8.23    1.90     216    1.24     599    0.58    0.89
