# VERTIKAAL 1 M.C.ECOS 6 VERTIKAAL
* 01-05-2025 06:57:11
#X: 70350 - Y: 410230
#06 PROJECTCODE: ATS ZTS
#00 DONARLOCATIE: ZTS-15
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
#21 MEETGEBIED: VOLKERAK/ZOOMMEER
#22 STARTPUNT: ZTS-15
#23 EINDPUNT: ZTS-1
#51 OPDRACHTGEVER: ZLXXAXAMDBG
#52 BEHEERDER: ZLXXAXAMDBG
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1020>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <-->

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH   GEL20  SALNTT     CL- CHFLYSI  TURBID PHYCOUG
  70350  410230 20250501 65715    0.88    9.02   18.26   8.50    1.48     154    0.86     382    0.47    0.40   -0.60
  70350  410230 20250501 65727    2.02    7.72   18.16   8.49    1.47     153    0.86     379    0.50    0.47   -0.59
  70350  410230 20250501 65745    3.04    6.18   17.05   8.44    1.44     153    0.86     380    0.51    0.43   -0.55
  70350  410230 20250501 65754    3.95    4.55   16.97   8.44    1.44     153    0.86     381    0.54    0.37   -0.53
  70350  410230 20250501 65759    4.93    3.27   16.91   8.46    1.47     157    0.89     395    0.51    0.46   -0.52
  70350  410230 20250501 65805    6.05    2.06   16.78   8.47    1.52     163    0.92     415    0.57    0.51   -0.62
  70350  410230 20250501 65810    6.96    1.18   15.92   8.45    1.51     166    0.94     423    0.50    0.36   -0.57
