# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 26-06-2024 10:11:48
#X: 58009 - Y: 417066
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  58009  417066 20240626 101230    1.10    1.11   20.45   8.27 9.53     124   38.66    3829   27.25   15370    1.06    0.97
  58001  417084 20240626 101322    2.04    2.04   20.09   8.29 9.75     126   38.35    3828   27.25   15367    1.74    0.80
  57999  417088 20240626 101338    2.99    2.99   19.96   8.29 9.77     126   38.24    3827   27.24   15364    1.87    0.84
  57987  417104 20240626 101444    4.02    4.03   19.79   8.25 9.21     119   38.09    3826   27.23   15358    1.82    0.90
  57977  417120 20240626 101552    4.96    4.96   19.54   8.17 8.34     107   37.89    3826   27.23   15358    1.28    0.77
  57973  417131 20240626 101709    5.93    5.94   19.33   8.11 7.60      97   37.74    3829   27.26   15375    1.58    0.86
  57971  417137 20240626 101806    7.05    7.06   18.96   8.07 7.13      90   37.45    3829   27.25   15374    1.76    0.80
  57969  417141 20240626 102027    8.04    8.05   17.75   7.94 5.62      70   36.46    3827   27.24   15373    1.19    0.83
  57969  417146 20240626 102138    8.96    8.97   17.10   7.85 4.71      58   35.97    3830   27.27   15391    0.75    0.62
  57967  417148 20240626 102208    9.99    9.68   17.06   7.84 4.62      56   35.93    3830   27.27   15391    0.81    0.66
  57961  417148 20240626 102305   11.06   11.05   16.88   7.82 4.31      52   35.80    3831   27.28   15396    0.68    0.59
  57957  417149 20240626 102407   12.00   12.02   16.74   7.79 4.00      49   35.69    3831   27.28   15400    0.47    0.53
  57956  417150 20240626 102454   13.00   13.03   16.55   7.75 3.59      43   35.53    3831   27.28   15398    0.48    0.62
  57955  417149 20240626 102617   13.96   13.98   16.37   7.69 2.90      35   35.44    3835   27.31   15419    0.56    0.52
  57954  417148 20240626 102654   14.99   15.01   16.32   7.68 2.67      32   35.39    3835   27.31   15418    0.44    0.67
  57953  417148 20240626 102713   16.06   16.09   16.32   7.67 2.62      32   35.39    3835   27.31   15418    0.40    0.57
  57954  417148 20240626 102745   17.05   17.06   16.27   7.67 2.51      30   35.36    3836   27.32   15422    0.49    0.51
  57955  417148 20240626 102802   18.00   18.03   16.22   7.67 2.47      30   35.33    3837   27.33   15427    0.28    0.45
  57955  417147 20240626 102849   18.97   18.99   15.73   7.69 2.27      27   35.17    3862   27.53   15545    0.17    0.33
  57955  417147 20240626 102948   19.99   19.99   15.22   7.69 1.65      19   34.91    3878   27.66   15621    0.18    1.02
