# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 26-06-2024 12:23:10
#X: 48091 - Y: 418341
#00 DONARLOCATIE: GTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1011>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48091  418341 20240626 122324    1.06    1.07   21.75   8.33 10.2     137   39.86    3843   27.35   15422    1.30    0.67
  48082  418336 20240626 122432    2.04    2.05   21.08   8.36 10.7     143   39.29    3841   27.34   15419    3.56    1.10
  48072  418327 20240626 122534    3.03    3.03   20.62   8.32 10.4     137   38.88    3838   27.32   15407    2.35    0.86
  48066  418322 20240626 122629    3.95    3.97   20.47   8.29 9.92     130   38.76    3838   27.32   15410    1.91    0.70
  48061  418318 20240626 122721    5.02    5.04   20.36   8.27 9.58     125   38.68    3839   27.33   15413    1.76    0.76
  48060  418308 20240626 122810    6.08    6.08   20.13   8.24 9.08     118   38.51    3840   27.34   15419    1.63    0.77
  48061  418303 20240626 122832    7.03    7.05   19.97   8.24 9.00     117   38.39    3841   27.35   15426    1.68    0.81
  48066  418294 20240626 122928    7.98    7.98   19.29   8.18 8.48     108   38.06    3864   27.53   15533    1.55    0.89
  48068  418289 20240626 122950    9.05    9.06   19.35   8.20 8.55     110   38.97    3951   28.22   15929    1.20    1.51
  48076  418281 20240626 123041    9.98    9.99   18.31   8.10 7.49      95   38.42    3984   28.49   16088    1.18    1.35
  48099  418267 20240626 123302   10.94   10.95   17.58   7.96 5.21      65   38.06    4011   28.70   16215    0.63    1.29
  48101  418253 20240626 123359   12.02   12.04   17.02   7.88 4.28      53   37.63    4014   28.73   16234    0.88    1.13
  48085  418255 20240626 123637   12.95   12.95   15.26   7.66 1.12      13   36.51    4052   29.04   16417    0.54    1.87
  48080  418253 20240626 123747   14.03   14.05   13.86   7.65 0.17       2   35.58    4078   29.25   16545    0.30    2.48
  48078  418249 20240626 123809   14.97   14.97   13.05   7.61 0.12       1   35.11    4102   29.44   16659    0.12    1.30
  48077  418246 20240626 123823   15.99   16.01   12.24   7.59 0.10       1   34.61    4123   29.61   16759    0.14    0.65
  48078  418242 20240626 123843   17.02   17.03   11.41   7.56 0.07       1   34.10    4144   29.78   16861    0.12    0.58
