# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 26-06-2024 09:13:17
#X: 61399 - Y: 412985
#00 DONARLOCATIE: GTS-14
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  61399  412985 20240626 91325    1.10    1.11   21.44   8.28 9.63     128   39.44    3827   27.23   15352    1.60    0.90
  61386  412997 20240626 91348    2.01    2.02   21.41   8.28 9.63     128   39.42    3827   27.23   15355    1.51    0.81
  61387  412999 20240626 91402    3.01    3.01   21.30   8.27 9.60     127   39.37    3831   27.26   15370    1.46    0.85
  61378  412999 20240626 91505    4.07    4.09   21.27   8.23 8.77     116   39.47    3842   27.35   15424    0.95    0.70
  61370  412999 20240626 91544    4.97    5.00   21.12   8.24 8.89     117   39.32    3840   27.33   15414    0.95    0.82
  61361  413007 20240626 91649    5.99    6.00   20.49   8.26 9.53     124   38.70    3830   27.26   15373    1.05    0.75
  61352  413009 20240626 91738    6.96    6.98   19.81   8.22 9.18     118   38.08    3823   27.20   15342    0.99    0.80
  61346  413008 20240626 91812    7.97    7.97   19.18   8.14 8.61     110   37.92    3859   27.49   15513    3.56    1.05
  61330  413005 20240626 91920    9.02    9.02   18.54   8.04 7.15      90   37.29    3848   27.41   15464    2.00    0.74
  61325  413006 20240626 91944    9.98   10.01   18.50   8.04 7.17      90   37.37    3859   27.49   15515    1.75    0.86
