# VERTIKAAL 2 M.C.ECOS 8 VERTIKAAL
* 26-06-2024 08:22:00
#X: 67627 - Y: 411375
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67627  411375 20240626 82221    1.01    1.02   21.27   8.21 8.98     119   39.29    3826   27.22   15349    2.23    1.02
  67563  411376 20240626 82246    1.98    2.01   21.26   8.21 8.96     119   39.29    3826   27.22   15349    2.36    0.93
  67548  411376 20240626 82304    3.10    3.11   21.22   8.21 8.97     119   39.24    3825   27.22   15345    2.16    0.93
  67527  411378 20240626 82350    4.07    4.08   20.51   8.16 8.65     113   38.62    3820   27.18   15327    2.60    0.90
  67483  411390 20240626 82505    4.97    4.97   19.92   8.25 10.2     133   38.59    3865   27.54   15535    3.41    1.13
  67474  411389 20240626 82604    5.97    5.97   19.53   8.18 9.37     120   38.28    3866   27.55   15542    4.22    1.14
  67469  411390 20240626 82636    7.01    7.00   19.36   8.18 9.10     116   38.24    3877   27.63   15593    3.57    1.17
  67458  411394 20240626 82701    7.99    7.99   19.39   8.19 9.41     121   38.46    3896   27.79   15680    3.55    0.98
  67443  411394 20240626 82752    9.06    9.04   19.13   8.15 8.98     115   38.35    3907   27.87   15731    2.97    1.15
  67421  411395 20240626 82903   10.02   10.03   18.48   8.02 7.10      89   37.74    3900   27.82   15700    2.56    1.30
  67397  411393 20240626 83010   10.97   10.99   18.33   7.99 6.62      83   37.59    3896   27.79   15686    1.95    1.20
