# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 26-06-2024 11:32:54
#X: 53073 - Y: 420425
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53073  420425 20240626 113336    1.05    1.06   20.44   8.25 9.36     122   38.72    3836   27.31   15400    0.49    0.51
  53055  420409 20240626 113359    2.11    2.13   20.26   8.24 9.31     121   38.58    3837   27.31   15404    1.03    0.62
  53045  420400 20240626 113458    2.97    2.97   19.84   8.23 9.12     118   38.21    3834   27.29   15394    1.82    0.76
  53040  420396 20240626 113522    4.00    4.00   19.50   8.23 9.10     117   37.95    3836   27.31   15406    1.41    0.71
  53036  420393 20240626 113541    4.96    4.97   19.44   8.23 9.04     116   37.90    3835   27.30   15400    1.27    0.59
  53022  420381 20240626 113654    6.00    6.01   18.57   8.14 7.99     101   37.18    3834   27.29   15399    1.06    0.91
  53017  420376 20240626 113725    7.03    7.05   18.47   8.12 7.70      97   37.09    3833   27.29   15398    1.13    0.55
  53012  420370 20240626 113803    8.05    8.05   18.06   8.05 6.82      85   36.84    3841   27.35   15434    1.01    0.66
  53004  420361 20240626 113911    9.00    9.00   17.40   7.97 6.02      74   36.47    3859   27.50   15521    1.73    1.04
  53000  420357 20240626 113957    9.99   10.00   17.32   7.92 5.35      66   36.52    3870   27.59   15574    1.24    0.69
  52994  420350 20240626 114116   11.01   11.03   17.06   7.82 4.29      53   36.65    3907   27.88   15741    0.53    0.72
