# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 26-06-2024 12:00:14
#X: 49859 - Y: 418351
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1012>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49859  418351 20240626 120037    1.02    1.03   21.25   8.29 10.1     134   39.41    3839   27.33   15408    1.38    0.77
  49859  418355 20240626 120106    2.05    2.25   21.25   8.29 9.97     132   39.43    3841   27.34   15418    1.93    0.89
  49861  418355 20240626 120135    3.01    3.03   20.93   8.28 10.1     134   39.17    3841   27.34   15419    3.93    1.11
  49867  418356 20240626 120241    4.03    4.04   20.73   8.25 9.45     124   39.00    3840   27.34   15416    2.30    0.76
  49870  418358 20240626 120310    5.00    5.30   20.70   8.24 9.41     123   38.96    3840   27.33   15414    2.05    1.03
  49873  418363 20240626 120352    5.96    5.98   20.65   8.24 9.28     122   38.92    3840   27.33   15414    2.05    0.86
  49877  418371 20240626 120524    6.94    6.93   19.38   8.17 8.19     105   37.91    3841   27.35   15429    2.02    0.94
  49891  418375 20240626 120709    8.02    8.02   18.38   8.07 7.09      89   37.48    3881   27.67   15616    1.61    0.94
  49888  418378 20240626 120754    8.94    8.93   18.20   8.06 6.93      87   37.75    3924   28.01   15815    1.32    0.90
  49885  418376 20240626 120822    9.96    9.96   18.28   8.08 7.15      90   38.36    3981   28.46   16073    1.77    1.30
  49875  418365 20240626 120927   11.05   11.04   17.58   7.96 5.55      69   37.80    3984   28.49   16090    1.00    1.10
  49866  418357 20240626 121032   11.98   12.01   16.82   7.80 3.67      45   37.27    3993   28.56   16138    0.65    0.95
  49861  418354 20240626 121056   12.96   12.95   15.96   7.56 1.93      23   36.69    4009   28.69   16213    1.76    1.28
  49845  418341 20240626 121224   14.12   14.13   14.58   7.62 0.26       3   36.00    4058   29.09   16447    0.34    1.11
  49842  418338 20240626 121245   15.00   14.98   13.56   7.66 0.19       2   35.41    4088   29.33   16589    0.18    0.70
  49838  418332 20240626 121310   15.96   15.94   12.21   7.63 0.13       1   34.61    4125   29.63   16769    0.12    0.43
  49833  418327 20240626 121334   16.92   16.93   11.46   7.62 0.11       1   34.13    4142   29.77   16851    0.13    0.40
