# VERTIKAAL 14 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 12:38:52
#X: 35010 - Y: 398040
#00 DONARLOCATIE: VTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1018>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  35010  398040 20250526 123900    1.01    0.85   16.08   8.23 8.03      96   36.49    3976   28.43   16062    0.85    0.55
  35010  398040 20250526 123933    2.02    3.71   16.10   8.23 8.07      97   36.51    3975   28.42   16059    0.86    0.32
  35010  398040 20250526 123951    3.00    2.58   16.04   8.23 8.05      97   36.47    3977   28.44   16068    1.06    0.47
  35010  398040 20250526 124047    4.04    0.95   16.12   8.22 7.52      90   36.75    4000   28.62   16174    0.86    0.52
