# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 12:14:08
#X: 36140 - Y: 396880
#00 DONARLOCATIE: VTS-06
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  36140  396880 20250526 121417    1.01    6.75   16.15   8.24 7.87      95   36.46    3966   28.35   16018    0.79    0.56
  36140  396880 20250526 121434    1.98    5.69   16.05   8.24 7.90      95   36.40    3968   28.37   16028    1.10    0.61
  36140  396880 20250526 121448    3.01    4.73   16.11   8.23 7.89      95   36.47    3971   28.39   16039    1.09    0.47
  36140  396880 20250526 121502    4.00    3.64   16.00   8.23 7.89      95   36.43    3977   28.44   16067    0.99    0.51
  36140  396880 20250526 121533    5.01    2.79   16.19   8.22 7.77      94   36.84    4003   28.64   16186    0.91    0.44
  36140  396880 20250526 121636    6.02    2.15   16.23   8.21 7.15      86   37.04    4022   28.80   16275    0.71    0.50
  36140  396880 20250526 121734    6.99    0.78   16.37   8.15 6.21      76   37.92    4104   29.45   16649    0.26    0.48
