# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 11:56:58
#X: 36700 - Y: 395940
#00 DONARLOCATIE: VTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <3>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  36700  395940 20250526 115706    1.02    1.56   16.09   8.23 8.09      97   36.43    3968   28.37   16027    0.53    0.53
  36700  395940 20250526 115731    1.99    0.75   16.09   8.23 8.08      97   36.46    3971   28.39   16039    0.68    0.54
  36700  395940 20250526 115744    2.99    0.75   16.07   8.23 8.08      97   36.44    3970   28.39   16038    0.74    0.37
  36700  395940 20250526 115827    4.01    5.58   16.35   8.21 7.69      93   37.13    4021   28.79   16268    0.70    0.44
  36700  395940 20250526 115909    5.01    4.30   16.42   8.19 7.25      88   37.41    4045   28.98   16379    0.54    0.28
  36700  395940 20250526 120017    5.96    2.33   16.35   8.17 6.68      81   37.73    4085   29.30   16563    0.44    0.32
  36700  395940 20250526 120116    7.02    1.59   16.42   8.15 5.93      72   38.22    4132   29.67   16777    0.44    0.39
  36700  395940 20250526 120144    7.98    1.51   16.39   8.14 5.74      70   38.26    4139   29.73   16811    2.29    0.41
  36700  395940 20250526 120259    9.00    0.75   16.29   8.12 5.37      65   38.19    4141   29.75   16823    0.28    0.54
