# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 11:21:19
#X: 38320 - Y: 394000
#00 DONARLOCATIE: VTS-09
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  38320  394000 20250526 112127    0.99    5.99   16.28   8.20 7.72      93   36.99    4012   28.72   16228    0.30    0.36
  38320  394000 20250526 112142    2.01    4.60   16.24   8.20 7.72      93   36.98    4014   28.73   16235    0.41    0.35
  38320  394000 20250526 112156    3.00    3.28   16.22   8.20 7.69      93   36.96    4015   28.74   16240    0.43    0.26
  38320  394000 20250526 112210    4.04    2.23   16.19   8.19 7.68      93   36.95    4016   28.75   16246    0.52    0.21
  38320  394000 20250526 112228    5.01    1.03   16.17   8.19 7.66      92   36.94    4016   28.75   16248    0.42    0.23
