# VERTIKAAL 13 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 12:25:50
#X: 35445 - Y: 397423
#00 DONARLOCATIE: VTS-05
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  35445  397423 20250526 122559    1.00   11.48   16.17   8.22 7.90      95   36.59    3978   28.45   16073    0.63    0.41
  35445  397423 20250526 122620    2.01   10.31   16.01   8.23 7.92      95   36.53    3986   28.51   16111    1.03    0.47
  35445  397423 20250526 122702    2.99    9.09   16.02   8.22 7.63      92   36.60    3993   28.57   16142    1.04    0.47
  35445  397423 20250526 122751    3.98    8.00   16.28   8.20 7.21      87   37.20    4035   28.90   16331    0.75    0.39
  35445  397423 20250526 122844    4.99    6.85   16.28   8.18 6.75      82   37.41    4057   29.07   16432    0.59    0.39
  35445  397423 20250526 122934    5.99    5.99   16.35   8.16 6.39      78   37.73    4085   29.30   16564    0.43    0.40
  35445  397423 20250526 123001    7.01    5.06   16.35   8.16 6.33      77   37.74    4087   29.31   16572    0.46    0.44
  35445  397423 20250526 123107    8.01    3.54   16.28   8.14 5.90      72   37.82    4101   29.43   16639    0.39    0.67
  35445  397423 20250526 123154    9.03    0.75   16.27   8.14 5.72      69   37.86    4107   29.48   16666    0.39    0.58
