# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 09:30:33
#X: 46250 - Y: 396900
#00 DONARLOCATIE: VTS-15
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1016>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <7>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  46250  396900 20250526 93041    1.00    4.94   16.14   8.12 7.65      93   37.47    4076   29.23   16523    0.45    0.63
  46250  396900 20250526 93101    1.99    4.01   16.14   8.12 7.65      93   37.47    4076   29.22   16522    0.59    0.58
  46250  396900 20250526 93115    3.01    0.00   16.14   8.12 7.64      93   37.47    4076   29.23   16524    0.55    0.71
  46250  396900 20250526 93134    4.02    2.35   16.11   8.12 7.63      92   37.57    4090   29.34   16589    0.57    0.69
  46250  396900 20250526 93239    4.97    1.65   16.00   8.11 7.35      89   38.00    4148   29.80   16855    0.58    0.94
  46250  396900 20250526 93323    5.98    0.75   15.93   8.10 7.14      87   38.18    4174   30.01   16974    0.42    1.13
