# VERTIKAAL 7 M.C.ECOS 8 VERTIKAAL
* 26-05-2025 10:13:37
#X: 41810 - Y: 397220
#00 DONARLOCATIE: VTS-11
#01 MEETPUNT: 1
#08 WAARNEMER(S): Hartman
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1017>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <4>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU
  41810  397220 20250526 101346    1.00    8.03   16.21   8.17 7.63      92   37.04    4023   28.81   16280    0.34    0.37
  41810  397220 20250526 101402    2.01    7.16   16.20   8.17 7.63      92   37.03    4024   28.81   16282    0.40    0.26
  41810  397220 20250526 101417    2.98    6.23   16.19   8.17 7.63      92   37.03    4024   28.81   16285    0.43    0.20
  41810  397220 20250526 101431    3.99    5.29   16.18   8.17 7.62      92   37.02    4025   28.82   16286    0.47    0.29
  41810  397220 20250526 101448    5.04    4.15   16.16   8.17 7.61      92   37.02    4026   28.83   16293    0.49    0.34
  41810  397220 20250526 101502    6.01    3.33   16.13   8.16 7.58      91   37.03    4029   28.85   16307    0.44    0.27
  41810  397220 20250526 101524    7.02    1.80   16.12   8.16 7.55      91   37.04    4031   28.87   16316    0.50    0.39
  41810  397220 20250526 101553    8.01    1.11   16.11   8.16 7.40      89   37.13    4043   28.96   16371    0.48    0.27
