# VERTIKAAL 9 Milieucontainer
* 25-06-2026 10:36:45
#X: 79265 - Y: 372331
#00 DONARLOCATIE: ZTS-46
#08 WAARNEMER(S): Hofman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   GELBH  GELDHD  SALNTT     CL- CHLFRFU  TROEBHFNU  PHYCOUGL
  79265  372330 20260625 103653    1.09   10.91   24.01   8.32   12.19    1122    7.12    3950    4.43       4.51      0.75
  79265  372330 20260625 103705    1.99   10.00   23.69   8.28   12.14    1125    7.14    3962    3.81       4.71      0.62
  79265  372330 20260625 103715    2.91    9.57   23.64   8.27   12.14    1126    7.15    3968    3.94       4.66      0.57
  79265  372330 20260625 103731    3.95    8.98   23.51   8.26   12.14    1129    7.16    3977    3.82       4.38      0.34
  79265  372330 20260625 103739    5.05    8.30   23.50   8.25   12.14    1129    7.17    3978    3.75       4.39      0.59
  79265  372330 20260625 103753    5.94    7.39   23.47   8.25   12.14    1130    7.17    3981    4.01       4.35      0.53
  79265  372330 20260625 103805    6.91    6.32   23.37   8.23   12.13    1131    7.18    3987    3.97       4.39      0.55
  79265  372330 20260625 103816    8.03    5.34   23.28   8.22   12.13    1133    7.19    3994    3.74       4.40      0.33
  79265  372330 20260625 103824    8.93    5.04   22.97   8.15   12.17    1144    7.27    4040    3.44       4.75      0.49
  79265  372330 20260625 103834    9.92    3.72   22.70   8.08   12.32    1165    7.41    4117    2.73       4.93      0.38
  79265  372330 20260625 103846   10.94    2.26   22.55   8.05   12.43    1179    7.51    4171    2.73       5.41      0.23
  79265  372330 20260625 103856   11.96    1.42   22.49   8.04   12.64    1200    7.66    4253    2.31       6.50      0.32
