# VERTIKAAL 9 M.C.ECOS 8 VERTIKAAL
* 04-04-2024 10:09:49
#X: 53161 - Y: 420559
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1002>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53161  420559 20240404 101003    1.03    0.00   10.19   8.39 9.17      98   30.47    3815   27.18   15361    0.31    0.35
  53140  420532 20240404 101031    1.95   10.86   10.19   8.39 9.16      98   30.48    3816   27.19   15364    0.28    0.41
  53132  420518 20240404 101057    2.96    0.00   10.19   8.39 9.16      98   30.47    3815   27.18   15361    0.25    0.40
  53122  420506 20240404 101117    4.01    8.61   10.19   8.39 9.16      98   30.47    3815   27.18   15362    0.28    0.43
  53114  420495 20240404 101135    5.02    7.55   10.18   8.39 9.16      98   30.47    3815   27.18   15362    0.24    0.43
  53108  420486 20240404 101153    5.97    6.49   10.19   8.39 9.15      98   30.48    3816   27.19   15366    0.26    0.38
  53108  420486 20240404 101212    7.05    5.39   10.19   8.39 9.15      98   30.49    3817   27.20   15371    0.31    0.49
  53107  420479 20240404 101229    7.97    4.31   10.19   8.39 9.16      98   30.49    3818   27.21   15374    0.26    0.43
  53099  420468 20240404 101258    8.98    3.38   10.11   8.38 9.07      97   30.70    3851   27.47   15524    0.11    0.45
  53096  420453 20240404 101325   10.04    2.00    9.99   8.37 9.00      96   30.89    3887   27.75   15687    0.22    0.42
  53092  420443 20240404 101401   11.06    0.89    9.64   8.29 8.49      91   31.44    3990   28.57   16162    0.08    0.35
