# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 04-04-2024 10:57:51
#X: 48844 - Y: 418225
#00 DONARLOCATIE: GTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1002>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <5>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48844  418225 20240404 105807    1.07   42.74   10.02   8.41 9.41     101   30.83    3876   27.66   15638    0.43    0.36
  48833  418237 20240404 105900    1.97   42.08   10.04   8.41 9.41     101   30.83    3875   27.65   15633    0.46    0.39
  48829  418233 20240404 105937    2.97   41.47   10.03   8.41 9.41     101   30.84    3876   27.67   15640    0.25    0.42
  48829  418228 20240404 110013    3.94   40.43   10.02   8.41 9.41     101   30.85    3878   27.68   15649    0.77    0.38
  48835  418233 20240404 110040    5.01   32.45   10.01   8.41 9.41     101   30.89    3885   27.73   15679    0.73    0.43
  48827  418243 20240404 110113    5.96   38.43    9.90   8.41 9.39     100   31.01    3911   27.94   15799    1.20    0.31
  48826  418247 20240404 110148    7.00   27.37    9.83   8.39 9.36     100   31.23    3946   28.22   15958    0.31    0.39
  48823  418238 20240404 110209    7.95   36.89    9.61   8.37 9.32     100   31.73    4030   28.89   16347    0.15    0.23
  48819  418244 20240404 110248    9.05   35.08    9.44   8.31 8.96      96   31.96    4076   29.25   16558    0.29    0.40
  48820  418245 20240404 110326    9.98   25.92    9.42   8.33 9.04      97   32.07    4094   29.39   16639    0.13    0.39
  48822  418235 20240404 110417   10.96   33.92    9.33   8.28 8.79      94   32.47    4153   29.86   16910    0.30    0.58
  48830  418245 20240404 110455   12.07   19.59    9.41   8.28 8.63      93   32.71    4176   30.04   17017    0.60    0.89
  48814  418254 20240404 110546   13.13   28.15    9.39   8.25 8.39      90   32.75    4183   30.10   17051    0.60    0.75
  48801  418257 20240404 110623   14.01   30.84    9.39   8.25 8.34      89   32.76    4185   30.12   17060    0.63    0.79
  48797  418242 20240404 110708   15.00   29.84    9.38   8.23 8.17      88   32.78    4188   30.14   17073    0.43    0.87
  48808  418235 20240404 110755   15.99   28.77    9.37   8.22 8.05      86   32.79    4190   30.16   17082    0.90    1.11
  48820  418221 20240404 110835   16.98    0.00    9.37   8.21 8.01      86   32.78    4190   30.16   17082    1.03    0.98
  48827  418230 20240404 110905   17.97   26.62    9.35   8.20 7.97      85   32.77    4190   30.16   17082    0.49    0.88
  48843  418245 20240404 110957   19.00   24.38    9.34   8.19 7.83      84   32.76    4190   30.15   17081    0.52    0.80
  48826  418250 20240404 111103   20.04   20.58    9.33   8.18 7.72      83   32.76    4191   30.16   17086    1.04    1.00
  48825  418240 20240404 111131   20.95   24.84    9.33   8.17 7.69      82   32.76    4191   30.17   17089    0.34    0.74
  48844  418243 20240404 111234   21.86   28.90    9.33   8.17 7.64      82   32.77    4192   30.18   17093    0.37    0.91
  48852  418226 20240404 111318   22.88   22.68    9.33   8.17 7.64      82   32.77    4192   30.17   17093    3.29    1.01
  48858  418240 20240404 111418   23.97   19.32    9.33   8.16 7.54      81   32.78    4194   30.19   17099    0.53    1.08
  48848  418251 20240404 111454   24.96   18.26    9.32   8.16 7.55      81   32.77    4193   30.18   17096    0.81    0.87
  48838  418244 20240404 111550   26.01   18.60    9.33   8.15 7.46      80   32.79    4195   30.20   17107    0.57    1.10
  48834  418243 20240404 111639   27.02   17.13    9.34   8.15 7.39      79   32.82    4197   30.21   17115    1.03    1.28
  48839  418247 20240404 111703   27.94   16.00    9.34   8.15 7.35      79   32.82    4197   30.21   17114    0.31    1.08
  48835  418245 20240404 111740   29.00   16.14    9.34   8.15 7.34      79   32.82    4198   30.22   17117    0.39    1.05
  48832  418236 20240404 111808   29.97   14.16    9.35   8.15 7.31      78   32.85    4199   30.23   17126    0.78    1.11
  48835  418231 20240404 111832   31.08   13.20    9.36   8.15 7.30      78   32.86    4200   30.24   17128    1.10    1.26
  48836  418232 20240404 111851   32.05   12.21    9.36   8.15 7.29      78   32.85    4200   30.23   17126    1.08    1.21
  48834  418237 20240404 111905   32.91   11.33    9.36   8.15 7.29      78   32.85    4200   30.23   17127    0.54    1.01
  48825  418239 20240404 111927   33.99   10.31    9.36   8.14 7.28      78   32.85    4200   30.23   17126    3.36    1.14
  48823  418242 20240404 111946   35.06    9.14    9.37   8.14 7.27      78   32.87    4201   30.24   17132    0.62    1.13
  48824  418246 20240404 112000   36.04    8.18    9.38   8.14 7.25      78   32.88    4201   30.25   17134    2.18    1.48
  48819  418243 20240404 112021   36.99    7.21    9.37   8.14 7.23      78   32.88    4201   30.25   17134    1.30    1.25
  48824  418244 20240404 112036   38.05    6.11    9.38   8.14 7.23      77   32.88    4201   30.25   17135    0.93    1.39
  48822  418246 20240404 112050   38.90    5.38    9.38   8.14 7.21      77   32.89    4202   30.25   17138    0.97    1.37
  48821  418249 20240404 112117   39.97    4.19    9.38   8.14 7.17      77   32.90    4203   30.26   17140    0.95    1.34
  48815  418258 20240404 112140   40.90    2.70    9.38   8.14 7.17      77   32.89    4202   30.26   17139    0.68    1.51
  48814  418263 20240404 112155   42.16    0.80    9.38   8.14 7.18      77   32.89    4202   30.25   17138    1.32    1.71
