# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 04-04-2024 09:12:54
#X: 58126 - Y: 417067
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1002>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  58126  417067 20240404 91307    1.05   19.77   10.32   8.40 9.19      99   30.60    3819   27.21   15379    0.16    0.33
  58117  417095 20240404 91333    2.05   18.10   10.30   8.40 9.20      99   30.59    3819   27.21   15379    0.22    0.35
  58112  417115 20240404 91406    3.00   16.84   10.31   8.40 9.18      99   30.60    3820   27.22   15382    0.18    0.29
  58112  417127 20240404 91432    4.02   15.59   10.29   8.40 9.19      99   30.58    3819   27.22   15380    0.16    0.29
  58111  417132 20240404 91447    5.08   14.91   10.29   8.41 9.19      99   30.58    3820   27.22   15381    0.13    0.32
  58112  417137 20240404 91509    6.00   13.76   10.29   8.41 9.19      99   30.58    3819   27.22   15380    0.16    0.30
  58116  417142 20240404 91530    6.99   11.93   10.26   8.41 9.20      99   30.56    3820   27.22   15381    0.16    0.29
  58119  417145 20240404 91545    8.00   10.14   10.18   8.41 9.20      99   30.53    3823   27.24   15396    0.12    0.32
  58120  417153 20240404 91602    9.11    9.24   10.17   8.41 9.18      98   30.52    3824   27.25   15402    0.16    0.27
  58084  417189 20240404 91717   11.01    7.74    9.16   8.25 8.20      87   31.13    3999   28.64   16206    0.18    0.30
  58080  417193 20240404 91725   11.04    6.98    9.15   8.25 8.20      87   31.13    4001   28.65   16213    0.41    0.30
  58072  417198 20240404 91742   12.07    5.91    9.08   8.23 8.20      87   31.19    4015   28.77   16279    0.11    0.34
  58054  417206 20240404 91815   13.00    8.96    9.07   8.22 8.11      86   31.31    4032   28.90   16357    0.10    0.31
  58046  417209 20240404 91831   13.98    8.28    9.09   8.22 8.09      85   31.36    4037   28.94   16377    0.07    0.25
  58027  417217 20240404 91901   15.02    6.08    9.02   8.20 7.99      84   31.46    4056   29.09   16467    0.25    0.33
  58012  417223 20240404 91930   16.08    4.54    9.01   8.19 7.91      84   31.50    4063   29.14   16497    0.06    0.26
  57994  417226 20240404 92001   16.97    4.58    8.98   8.17 7.75      82   31.53    4069   29.20   16528    0.02    0.32
  57969  417235 20240404 92050   17.99    2.80    8.94   8.14 7.49      79   31.57    4079   29.28   16574    0.10    0.25
  57953  417239 20240404 92124   19.01    1.41    8.92   8.13 7.39      78   31.57    4081   29.29   16580    0.03    0.32
  57942  417243 20240404 92144   19.79    0.00    8.91   8.12 7.36      78   31.57    4081   29.29   16583    0.00    0.36
