# VERTIKAAL 5 M.C.ECOS 8 VERTIKAAL
* 04-04-2024 08:54:35
#X: 59174 - Y: 414923
#00 DONARLOCATIE: DREISR
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1002>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  59174  414923 20240404 85443    0.94   14.58   10.15   8.41 9.28      99   30.46    3818   27.21   15374    0.28    0.22
  59160  414931 20240404 85520    2.00   14.04   10.15   8.41 9.28      99   30.47    3818   27.21   15375    0.43    0.30
  59158  414933 20240404 85539    2.96   10.75   10.15   8.41 9.28      99   30.46    3818   27.20   15374    0.19    0.31
  59155  414935 20240404 85553    4.11   11.70   10.14   8.41 9.27      99   30.46    3818   27.21   15376    0.26    0.27
  59153  414937 20240404 85607    5.08   10.65   10.15   8.41 9.27      99   30.46    3818   27.21   15375    0.22    0.32
  59153  414946 20240404 85621    5.98    9.81   10.14   8.41 9.27      99   30.45    3818   27.21   15374    0.18    0.33
  59152  414957 20240404 85637    7.00    8.33    9.95   8.40 9.28      99   30.53    3845   27.42   15500    0.38    0.40
  59145  414969 20240404 85659    8.03    7.70    9.90   8.39 9.26      99   30.56    3854   27.49   15539    0.52    0.39
  59137  414981 20240404 85803    9.00    6.84    9.78   8.37 9.04      96   30.60    3871   27.63   15617    0.45    0.36
  59135  415013 20240404 85854   10.05    4.98    9.31   8.29 8.54      90   30.85    3949   28.25   15977    0.30    0.40
  59115  415024 20240404 85946   10.96    4.68    9.15   8.23 8.16      86   31.04    3988   28.55   16155    0.24    0.26
  59098  415025 20240404 90036   11.98    3.98    9.00   8.18 7.85      83   31.28    4035   28.92   16369    0.00    0.27
  59087  415026 20240404 90059   12.98    3.11    8.97   8.17 7.80      82   31.34    4046   29.01   16422    0.04    0.29
  59083  415024 20240404 90122   14.06    2.08    8.97   8.18 7.82      82   31.35    4048   29.03   16429    0.07    0.30
  59079  415026 20240404 90139   15.04    1.31    8.94   8.17 7.78      82   31.40    4056   29.09   16466    0.10    0.35
