# VTK  6 Delta
* 06-06-2025 09:38:15
#X: 53345 - Y: 423679
#00 DONARLOCATIE: GTS-24
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU PHYCOUG
  53345  423679 20250606 93825    1.03   14.44   17.07   8.05 7.26      91   38.99    4155   29.85   16880    0.37      1.70    7.32
  53345  423679 20250606 93835    0.98   12.65   17.07   8.05 7.26      91   38.99    4155   29.85   16880    0.31      1.85    7.32
  53345  423679 20250606 93851    1.97   13.87   17.07   8.05 7.26      91   38.99    4155   29.85   16881    0.36      1.56    7.32
  53345  423679 20250606 93906    3.00   12.97   17.07   8.05 7.26      91   38.99    4155   29.85   16881    0.34      1.73    7.31
  53345  423679 20250606 93923    3.98   12.45   17.08   8.06 7.26      91   39.00    4155   29.85   16880    0.39      1.71    7.32
  53345  423679 20250606 93939    5.96   11.39   17.07   8.05 7.27      91   38.99    4155   29.85   16881    0.31      1.84    7.32
  53345  423679 20250606 93956    5.98    9.03   17.07   8.05 7.26      91   38.99    4155   29.85   16882    0.28      1.94    7.31
  53345  423679 20250606 94012    6.99    7.61   17.07   8.05 7.25      91   38.99    4155   29.85   16881    0.38      1.92    7.31
  53345  423679 20250606 94035    7.96    6.23   17.07   8.05 7.25      91   38.99    4155   29.85   16880    0.38      1.86    7.31
  53345  423679 20250606 94051    8.97    5.26   17.08   8.05 7.25      91   39.01    4156   29.86   16885    0.44      2.02    7.30
  53345  423679 20250606 94107   10.03    3.74   17.09   8.05 7.24      91   39.01    4156   29.86   16884    0.38      1.92    7.29
  53345  423679 20250606 94122   11.01    2.59   17.09   8.06 7.25      91   39.02    4156   29.86   16885    0.38      2.06    7.31
  53345  423679 20250606 94138   11.96    1.38   17.11   8.06 7.24      91   39.04    4156   29.86   16888    0.31      2.07    7.30
