# VTK  5 Delta
* 06-06-2025 09:19:40
#X: 54840 - Y: 423872
#00 DONARLOCATIE: GTS-25
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT     CL- CHLFRFU TROEBHFNU PHYCOUG
  54838  423872 20250606 91952    0.99    3.42   16.95   8.03 7.26      91   38.88    4153   29.84   16874    0.37      1.79    7.31
  54838  423872 20250606 92002    1.02   20.12   16.95   8.03 7.26      91   38.87    4153   29.84   16872    0.36      1.81    7.31
  54838  423872 20250606 92019    1.98   19.70   16.95   8.03 7.26      90   38.87    4153   29.84   16872    0.43      1.84    7.31
  54838  423872 20250606 92042    3.00   19.02   16.92   8.03 7.22      90   38.83    4152   29.83   16868    0.40      1.73    7.27
  54838  423872 20250606 92110    4.03   18.44   16.91   8.03 7.20      90   38.82    4151   29.82   16863    0.35      1.67    7.25
  54838  423872 20250606 92126    5.02   17.43   16.91   8.02 7.20      90   38.81    4150   29.82   16861    0.47      1.72    7.25
  54838  423872 20250606 92143    5.95    0.04   16.89   8.02 7.19      90   38.80    4151   29.82   16866    0.31      1.85    7.25
  54838  423872 20250606 92159    7.06   15.78   16.88   8.02 7.19      89   38.79    4150   29.82   16861    0.42      1.81    7.24
  54838  423872 20250606 92216    8.02   14.80   16.89   8.02 7.18      89   38.81    4152   29.83   16868    0.28      1.67    7.23
  54838  423872 20250606 92233    9.02   11.88   16.90   8.02 7.19      90   38.82    4152   29.83   16870    0.38      1.84    7.24
  54838  423872 20250606 92249    9.97   13.16   16.88   8.02 7.19      89   38.80    4152   29.83   16869    0.33      1.90    7.24
  54838  423872 20250606 92305   11.01   12.37   16.80   8.01 7.15      89   38.71    4149   29.81   16857    0.34      1.76    7.20
  54838  423872 20250606 92322   12.04   11.70   16.83   8.01 7.13      89   38.74    4150   29.82   16861    0.33      1.90    7.18
  54838  423872 20250606 92338   13.00   10.99   16.80   8.01 7.12      89   38.71    4149   29.81   16856    0.34      1.86    7.18
  54838  423872 20250606 92355   13.96   11.19   16.76   8.01 7.09      88   38.66    4148   29.80   16853    0.31      1.91    7.14
  54838  423872 20250606 92412   15.01    9.27   16.75   8.00 7.07      88   38.65    4148   29.80   16852    0.29      2.01    7.12
  54838  423872 20250606 92430   16.04   10.72   16.78   8.01 7.07      88   38.69    4149   29.80   16853    0.29      1.81    7.13
  54838  423872 20250606 92446   17.04   10.03   16.79   8.01 7.09      88   38.71    4150   29.82   16862    0.29      2.02    7.14
  54838  423872 20250606 92503   17.97    9.21   16.79   8.01 7.10      88   38.70    4150   29.81   16858    0.35      2.06    7.15
  54838  423872 20250606 92549   19.01    7.77   16.78   8.01 7.08      88   38.70    4150   29.82   16861    0.43      1.92    7.13
  54838  423872 20250606 92606   19.99    6.90   16.78   8.01 7.09      88   38.70    4151   29.82   16866    0.33      2.14    7.14
  54838  423872 20250606 92624   21.02    6.06   16.78   8.01 7.09      88   38.69    4150   29.82   16861    0.31      1.88    7.14
  54838  423872 20250606 92647   21.97    5.22   16.77   8.01 7.08      88   38.69    4150   29.81   16858    0.32      1.97    7.13
  54838  423872 20250606 92713   23.02    4.09   16.78   8.01 7.09      88   38.71    4152   29.83   16870    0.33      1.92    7.15
  54838  423872 20250606 92731   23.99    3.20   16.82   8.01 7.11      88   38.76    4153   29.84   16873    0.32      1.96    7.17
  54838  423872 20250606 92755   25.00    2.03   16.79   8.01 7.12      89   38.73    4152   29.83   16871    0.28      2.04    7.17
  54838  423872 20250606 92819   25.98    2.04   16.80   8.01 7.11      88   38.74    4153   29.83   16872    0.33      2.08    7.17
  54838  423872 20250606 92856   26.98    0.00   16.75   8.00 7.09      88   38.68    4151   29.83   16867    0.54     40.22    7.15
