# VERTIKAAL 16 M.C.ECOS 8 VERTIKAAL
* 03-02-2025 15:32:16
#X: 48050 - Y: 396610
#00 DONARLOCATIE: VTS-16
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1027>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48050  396610 20250203 153225    1.05   13.45    4.46   8.24 11.5     103   22.75    3305   23.25   13110    0.38    1.31
  48050  396610 20250203 153245    2.06   12.46    4.55   8.23 11.5     103   22.91    3322   23.38   13181    0.28    1.35
  48050  396610 20250203 153349    3.02   11.69    5.45   8.16 10.7      99   24.73    3499   24.75   13966    0.51    1.27
  48050  396610 20250203 153407    4.04   10.65    4.84   8.12 10.5      98   27.14    3904   27.91   15793    0.35    2.40
  48050  396610 20250203 153456    4.97    9.49    4.95   8.10 10.3      97   27.67    3969   28.42   16087    0.24    2.89
  48050  396610 20250203 153516    6.13    8.43    4.94   8.10 10.3      97   27.79    3986   28.56   16166    0.20    3.18
  48050  396610 20250203 153542    6.99    7.73    4.98   8.09 10.3      96   27.86    3992   28.61   16193    0.23    3.13
  48050  396610 20250203 153602    7.98    7.29    4.99   8.09 10.2      96   27.89    3996   28.63   16209    0.27    3.08
  48050  396610 20250203 153620    9.06    6.06    5.00   8.09 10.2      96   27.97    4006   28.71   16255    0.21    3.32
  48050  396610 20250203 153639   10.03    5.24    5.00   8.09 10.2      96   28.06    4019   28.81   16314    0.26    3.44
  48050  396610 20250203 153657   11.06    3.98    5.00   8.09 10.2      96   28.10    4024   28.86   16339    0.29    3.49
  48050  396610 20250203 153711   11.98    3.05    5.00   8.09 10.2      96   28.12    4027   28.88   16354    0.14    3.57
  48050  396610 20250203 153735   12.97    1.98    5.01   8.09 10.2      96   28.15    4031   28.91   16369    0.28    3.92
  48050  396610 20250203 153752   14.15    0.93    5.02   8.08 10.2      96   28.19    4035   28.95   16391    0.28    3.78
