# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 03-02-2025 14:17:29
#X: 40120 - Y: 395990
#00 DONARLOCATIE: VTS-10
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1027>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  40120  395990 20250203 141745    1.04   23.03    4.28   8.22 11.7     104   22.34    3264   22.93   12926    0.21    1.41
  40120  395990 20250203 141815    2.00   18.82    4.35   8.21 11.6     103   22.55    3288   23.12   13031    0.29    1.35
  40120  395990 20250203 141905    2.95   21.18    5.70   8.13 10.7      99   24.65    3464   24.47   13806    0.52    1.25
  40120  395990 20250203 141953    4.03   19.90    5.76   8.11 10.3      96   25.20    3536   25.03   14128    0.48    1.20
  40120  395990 20250203 142029    4.98   18.92    5.68   8.08 9.98      93   26.20    3684   26.18   14790    0.42    1.29
  40120  395990 20250203 142059    5.99   17.85    5.61   8.07 9.83      92   26.90    3790   27.01   15270    0.32    1.41
  40120  395990 20250203 142117    6.98   16.93    5.56   8.07 9.75      92   27.20    3837   27.38   15485    0.24    1.57
  40120  395990 20250203 142132    8.04   15.79    5.55   8.07 9.73      92   27.23    3843   27.42   15510    0.29    1.55
  40120  395990 20250203 142146    9.10   14.68    5.53   8.07 9.71      91   27.32    3858   27.54   15578    0.17    1.61
  40120  395990 20250203 142200   10.06    0.00    5.51   8.06 9.70      91   27.34    3862   27.58   15599    0.28    1.60
  40120  395990 20250203 142240   10.97   12.80    5.42   8.04 9.49      89   27.32    3868   27.63   15626    0.13    1.60
  40120  395990 20250203 142302   11.94   12.03    5.42   8.04 9.45      89   27.33    3869   27.64   15631    0.15    1.66
  40120  395990 20250203 142322   12.98   10.71    5.40   8.03 9.42      88   27.33    3873   27.66   15647    0.19    1.65
  40120  395990 20250203 142345   13.96    9.60    5.44   8.05 9.43      89   27.38    3875   27.68   15658    0.23    1.67
  40120  395990 20250203 142406   14.91    8.54    5.43   8.05 9.49      89   27.40    3879   27.71   15674    0.20    1.69
  40120  395990 20250203 142443   16.05    7.48    5.30   8.01 9.20      86   27.31    3880   27.72   15680    0.16    1.72
  40120  395990 20250203 142505   17.04    6.48    5.30   8.01 9.13      86   27.34    3884   27.75   15700    0.19    1.71
  40120  395990 20250203 142617   18.05    5.39    5.20   7.97 8.80      82   27.29    3887   27.77   15712    0.18    1.47
  40120  395990 20250203 142704   19.05    4.34    5.17   7.96 8.66      81   27.28    3889   27.79   15721    0.11    1.45
  40120  395990 20250203 142726   19.93    3.50    5.16   7.96 8.61      80   27.27    3889   27.79   15722    0.11    1.39
  40120  395990 20250203 142750   20.95    2.45    5.16   7.95 8.56      80   27.28    3890   27.80   15725    0.18    1.62
  40120  395990 20250203 142810   21.92    1.49    5.16   7.95 8.53      80   27.28    3890   27.80   15726    0.23    1.51
  40120  395990 20250203 142829   22.99    0.75    5.17   7.95 8.52      80   27.29    3890   27.80   15727    0.15    1.65
