# VERTIKAAL 17 M.C.ECOS 8 VERTIKAAL
* 03-02-2025 15:44:44
#X: 49200 - Y: 395850
#00 DONARLOCATIE: VTS-17
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1027>
## WINDSHD    m/s <-->
## WINDRTG    gradn <-->
## BEWKGD     /8 <0>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49200  395850 20250203 154453    1.00    9.26    4.24   8.26 11.8     105   22.60    3304   23.25   13106    0.34    1.36
  49200  395850 20250203 154540    1.95    9.44    4.49   8.25 11.7     105   22.95    3333   23.47   13232    0.38    1.44
  49200  395850 20250203 154625    2.96    8.31    5.24   8.16 10.9     101   25.30    3600   25.53   14418    0.39    1.50
  49200  395850 20250203 154655    3.94    7.35    4.99   8.13 10.6      98   26.60    3810   27.18   15367    0.34    1.88
  49200  395850 20250203 154722    4.96    6.46    4.88   8.10 10.4      97   27.60    3966   28.40   16076    0.17    3.17
  49200  395850 20250203 154739    6.05    5.41    4.86   8.10 10.4      97   27.70    3983   28.53   16151    0.26    3.14
  49200  395850 20250203 154800    6.95    4.51    4.90   8.10 10.3      97   27.93    4011   28.75   16279    0.26    3.29
  49200  395850 20250203 154815    8.02    3.49    4.88   8.10 10.3      96   27.92    4012   28.76   16285    0.21    3.67
  49200  395850 20250203 154837    8.97    2.53    4.84   8.10 10.3      96   27.91    4015   28.79   16298    0.32    3.52
  49200  395850 20250203 154857   10.05    1.19    4.80   8.10 10.3      96   27.96    4025   28.87   16345    0.25    4.09
  49200  395850 20250203 154915   11.00    0.00    4.87   8.09 10.2      96   28.08    4036   28.95   16395    0.23    4.40
