# VERTIKAAL 4 M.C.ECOS 8 VERTIKAAL
* 05-09-2024 09:43:17
#X: 33227 - Y: 400562
#00 DONARLOCATIE: VTS-01
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1011>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33227  400562 20240905 94326    1.06      --   20.59   7.86 6.83      90   39.85    3935   28.09   15851    1.60    0.75
  33223  400561 20240905 94345    2.04      --   20.63   7.87 6.83      90   39.89    3936   28.10   15854    1.22    0.72
  33221  400559 20240905 94410    3.02      --   20.65   7.88 6.90      91   39.90    3936   28.10   15854    1.08    0.82
  33219  400557 20240905 94423    4.04      --   20.68   7.88 6.91      91   39.93    3936   28.10   15855    1.13    0.77
  33218  400553 20240905 94443    5.03      --   20.66   7.88 6.86      90   39.91    3936   28.10   15855    1.28    0.81
  33216  400544 20240905 94520    6.01      --   20.64   7.84 6.81      90   39.91    3938   28.11   15863    1.39    0.67
  33216  400526 20240905 94609    7.08      --   20.61   7.82 5.93      78   39.90    3938   28.12   15866    1.21    0.71
  33218  400514 20240905 94639    8.03      --   20.51   7.74 5.72      75   39.84    3942   28.14   15881    1.13    0.70
  33215  400504 20240905 94718    8.97      --   20.31   7.64 4.70      61   39.72    3947   28.18   15906    0.72    0.61
  33211  400501 20240905 94802   10.01      --   20.26   7.63 4.58      60   39.67    3946   28.18   15901    0.91    0.59
  33217  400506 20240905 94848   11.05      --   20.26   7.60 4.10      54   39.83    3961   28.30   15972    0.50    0.41
  33221  400511 20240905 94930   12.03      --   20.24   7.59 3.86      51   39.83    3963   28.31   15981    0.92    0.26
