# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 05-09-2024 10:12:11
#X: 33835 - Y: 398974
#00 DONARLOCATIE: VTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1011>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  33835  398974 20240905 101304    1.01      --   21.05   7.92 7.14      95   40.28    3940   28.13   15870    2.17    0.94
  33846  398957 20240905 101339    2.01      --   21.03   7.91 7.00      93   40.27    3941   28.13   15873    2.12    0.90
  33851  398953 20240905 101401    3.01      --   21.04   7.92 7.06      94   40.28    3941   28.13   15873    2.06    0.86
  33861  398943 20240905 101446    4.02      --   21.05   7.92 7.06      94   40.28    3940   28.13   15873    2.21    1.05
  33865  398937 20240905 101505    4.97      --   21.05   7.91 7.08      94   40.29    3941   28.13   15874    2.04    0.90
  33874  398921 20240905 101550    6.04      --   21.04   7.92 7.11      94   40.28    3941   28.13   15873    2.21    0.97
  33887  398898 20240905 101652    7.00      --   21.04   7.92 6.77      90   40.28    3941   28.13   15874    2.34    0.97
  33899  398880 20240905 101812    7.92      --   20.72   7.74 5.53      73   40.11    3951   28.21   15921    1.61    0.93
  33901  398884 20240905 101834    9.06      --   20.76   7.76 5.40      71   40.31    3967   28.35   15998    0.93    0.78
  33899  398887 20240905 101925   10.01      --   20.76   7.76 5.46      72   40.31    3967   28.34   15996    1.26    0.80
  33895  398895 20240905 102019   10.96      --   20.70   7.74 5.17      68   40.28    3969   28.36   16007    0.99    0.79
  33878  398896 20240905 102214   11.94      --   20.56   7.69 4.73      62   40.15    3968   28.35   16001    0.75    0.79
  33878  398898 20240905 102313   13.01      --   20.61   7.70 4.61      61   40.38    3987   28.50   16088    0.67    0.57
  33879  398899 20240905 102334   14.00      --   20.65   7.71 4.61      61   40.56    4000   28.61   16149    0.49    0.58
  33881  398899 20240905 102409   14.89      --   20.65   7.70 4.56      60   40.57    4002   28.62   16158    0.50    0.59
  33885  398900 20240905 102506   16.02      --   20.64   7.70 4.51      60   40.56    4001   28.62   16154    0.43    0.48
  33879  398917 20240905 110229   17.07      --   20.66   7.71 4.64      61   40.61    4005   28.65   16172    0.54    0.56
  33881  398909 20240905 110301   18.04      --   20.65   7.70 4.55      60   40.64    4009   28.68   16190    0.60    0.55
  33882  398904 20240905 110319   19.16      --   20.65   7.70 4.54      60   40.65    4009   28.68   16190    0.41    0.61
