# VERTIKAAL 12 M.C.ECOS 8 VERTIKAAL
* 29-05-2024 12:04:47
#X: 48799 - Y: 418222
#00 DONARLOCATIE: GTS-03
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48799  418222 20240529 120456    1.03    1.03   16.61   8.33 8.02      98   35.65    3838   27.34   15432    1.94    0.84
  48807  418237 20240529 120520    1.50    1.50   16.61   8.33 8.03      98   35.65    3838   27.34   15431    2.64    0.86
  48811  418232 20240529 120548    3.03    3.02   16.59   8.33 8.01      97   35.65    3839   27.35   15437    2.41    0.83
  48805  418217 20240529 120615    4.05    4.05   16.58   8.33 7.96      97   35.66    3841   27.36   15446    2.50    0.80
  48790  418199 20240529 120736    4.97    4.97   16.36   8.26 6.88      83   35.74    3870   27.59   15577    2.31    0.79
  48792  418195 20240529 121034    6.03    6.04   16.09   8.11 4.85      59   36.22    3945   28.18   15921    1.25    0.85
  48801  418199 20240529 121106    7.03    7.05   16.07   8.06 4.41      53   36.66    3995   28.58   16151    0.60    0.66
  48801  418197 20240529 121146    8.02    8.03   16.08   8.05 4.57      55   36.68    3996   28.59   16156    0.62    0.73
  48791  418194 20240529 121232    9.00    9.00   15.97   8.04 4.09      50   36.75    4013   28.73   16234    0.61    0.94
  48799  418197 20240529 121339    9.95    9.94   15.84   8.02 3.76      46   36.81    4032   28.88   16322    0.60    0.76
  48801  418194 20240529 121417   10.98   11.00   15.59   8.01 3.50      42   36.81    4055   29.06   16427    0.38    0.73
  48792  418195 20240529 121506   12.04   12.04   15.36   7.98 3.19      38   36.71    4065   29.14   16474    0.32    0.81
  48790  418185 20240529 121546   12.98   12.99   14.70   7.92 2.29      27   36.29    4081   29.27   16552    0.21    0.82
  48799  418189 20240529 121645   14.03   14.03   13.82   7.87 1.46      17   35.64    4089   29.34   16594    0.17    0.85
  48798  418198 20240529 121744   14.97   14.94   11.72   7.75 0.19       2   34.23    4128   29.66   16786    0.14    2.04
  48799  418199 20240529 121810   16.00   16.01   10.93   7.70 0.10       1   33.76    4151   29.84   16894    0.10    0.87
  48801  418199 20240529 121825   16.97   16.99   10.85   7.69 0.07       1   33.70    4151   29.84   16895    0.09    0.90
  48807  418201 20240529 121845   17.91   17.94   10.55   7.71 0.04       0   33.52    4159   29.90   16933    0.08    0.85
  48810  418204 20240529 121859   18.96   18.94   10.53   7.72 0.03       0   33.50    4159   29.90   16932    0.12    0.93
  48814  418204 20240529 121913   19.93   19.93   10.39   7.70 0.02       0   33.42    4163   29.94   16953    0.09    0.62
  48817  418208 20240529 121933   21.07   21.10   10.35   7.70 0.01       0   33.39    4163   29.94   16954    0.12    0.57
  48789  418193 20240529 122024   21.98   22.00   10.32   7.70 -0.0      -0   33.37    4165   29.95   16960    0.07    0.61
  48791  418191 20240529 122039   23.06   23.05   10.30   7.69 -0.0      -0   33.35    4165   29.95   16962    0.11    0.57
  48799  418192 20240529 122058   24.04   24.03   10.27   7.69 -0.0      -0   33.34    4166   29.96   16967    0.10    0.52
  48797  418193 20240529 122116   25.08   25.07   10.27   7.69 -0.0      -0   33.34    4166   29.96   16965    0.16    0.61
  48801  418194 20240529 122133   26.10   26.11   10.27   7.69 -0.0      -0   33.34    4166   29.96   16966    0.10    0.55
  48797  418192 20240529 122147   27.02   26.99   10.25   7.69 -0.0      -0   33.33    4167   29.97   16970    0.12    0.58
  48792  418190 20240529 122202   27.97   27.94   10.25   7.69 -0.0      -0   33.33    4167   29.97   16971    0.10    0.66
  48790  418188 20240529 122217   28.96   28.95   10.24   7.69 -0.0      -0   33.33    4167   29.97   16972    0.11    0.64
  48790  418187 20240529 122232   29.96   29.95   10.24   7.70 -0.0      -0   33.32    4167   29.97   16972    0.06    0.50
  48793  418193 20240529 122249   31.06   31.10   10.23   7.69 -0.0      -0   33.32    4167   29.97   16972    0.09    0.62
  48799  418195 20240529 122304   31.95   32.01   10.23   7.69 -0.0      -0   33.32    4168   29.97   16974    0.08    0.58
  48800  418192 20240529 122327   32.98   33.02   10.21   7.69 -0.0      -0   33.31    4168   29.98   16977    0.11    0.57
  48796  418192 20240529 122343   33.94   33.99   10.20   7.69 -0.0      -0   33.31    4169   29.98   16980    0.13    0.56
  48790  418193 20240529 122358   35.10   35.08   10.20   7.69 -0.0      -0   33.30    4168   29.98   16978    0.13    0.60
  48785  418188 20240529 122413   36.01   36.08   10.20   7.69 -0.0      -0   33.30    4169   29.98   16979    0.07    0.56
  48784  418189 20240529 122428   37.12   37.15   10.19   7.69 -0.0      -0   33.30    4169   29.99   16981    0.11    0.47
  48789  418191 20240529 122443   37.91   37.93   10.19   7.70 -0.0      -1   33.30    4169   29.98   16981    0.13    0.55
  48799  418193 20240529 122522   39.09   39.12   10.19   7.70 -0.0      -1   33.29    4169   29.98   16980    0.13    0.59
  48788  418192 20240529 122559   40.06   40.38   10.19   7.70 -0.0      -1   33.29    4169   29.98   16981    0.11    0.52
  48788  418190 20240529 122611   40.99   41.01   10.19   7.69 -0.0      -1   33.29    4169   29.99   16982    0.05    0.57
  48791  418189 20240529 122649   41.96   41.93   10.18   7.69 -0.0      -1   33.29    4169   29.99   16982    0.10    0.48
