# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 29-05-2024 11:22:20
#X: 49792 - Y: 418301
#00 DONARLOCATIE: GTS-04
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  49792  418301 20240529 112236    0.98    1.00   16.60   8.33 8.02      98   35.60    3834   27.30   15410    2.45    0.71
  49781  418288 20240529 112252    2.03    2.05   16.60   8.33 8.02      97   35.60    3834   27.30   15412    2.54    1.05
  49778  418290 20240529 112306    3.02    3.03   16.59   8.33 8.00      97   35.60    3834   27.31   15415    2.31    0.95
  49774  418291 20240529 112320    3.97    3.98   16.59   8.33 7.99      97   35.61    3835   27.31   15418    2.70    0.87
  49770  418291 20240529 112334    5.13    5.14   16.58   8.32 7.97      97   35.62    3838   27.34   15430    3.34    0.95
  49770  418290 20240529 112356    5.95    5.95   16.57   8.32 7.96      97   35.62    3839   27.34   15435    2.75    0.81
  49765  418284 20240529 112526    7.06    7.04   16.03   8.15 5.49      66   35.87    3911   27.92   15769    1.74    0.89
  49760  418276 20240529 112642    8.03    8.01   15.79   8.05 3.96      48   36.12    3961   28.31   15997    1.37    0.83
  49764  418279 20240529 112808    9.06    9.06   15.33   7.95 2.80      34   36.36    4030   28.86   16314    0.40    0.57
  49760  418285 20240529 112841    9.96    9.97   15.33   7.95 2.72      33   36.38    4031   28.87   16320    0.28    0.73
  49753  418282 20240529 112901   10.98   11.00   15.26   7.96 2.69      32   36.46    4047   28.99   16392    0.19    0.68
  49749  418281 20240529 112927   12.01   12.03   14.76   7.95 2.58      31   36.27    4072   29.20   16510    0.18    0.74
  49748  418285 20240529 113008   12.97   12.98   14.05   7.90 1.85      22   35.81    4087   29.32   16582    0.26    0.74
  49744  418294 20240529 113058   14.00   14.04   13.08   7.83 0.95      11   35.11    4099   29.42   16642    0.17    0.91
  49738  418308 20240529 113145   15.05   15.07   12.45   7.80 0.47       5   34.67    4109   29.50   16692    0.15    0.85
  49738  418308 20240529 113220   15.97   15.99   11.80   7.76 0.26       3   34.31    4130   29.67   16795    0.13    1.34
  49734  418301 20240529 113254   17.00   17.01   10.65   7.73 0.10       1   33.70    4173   30.01   16997    0.13    0.94
