# VERTIKAAL 8 M.C.ECOS 8 VERTIKAAL
* 29-05-2024 10:48:46
#X: 53752 - Y: 421115
#00 DONARLOCATIE: GTS-08
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1010>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53752  421115 20240529 104855    1.01    1.01   16.67   8.31 7.88      96   35.42    3808   27.10   15295    1.23    0.83
  53719  421103 20240529 104921    1.99    2.01   16.67   8.31 7.89      96   35.42    3809   27.10   15296    1.61    0.96
  53709  421091 20240529 104939    3.02    3.02   16.67   8.31 7.91      96   35.42    3809   27.10   15297    1.74    0.83
  53707  421088 20240529 104957    3.98    4.00   16.67   8.32 7.91      96   35.42    3809   27.11   15299    1.84    0.91
  53706  421091 20240529 105011    5.09    5.12   16.66   8.32 7.92      96   35.43    3810   27.11   15303    1.90    0.80
  53703  421080 20240529 105041    5.99    5.99   16.66   8.32 7.95      97   35.44    3811   27.12   15308    1.70    1.00
  53699  421065 20240529 105107    7.01    7.01   16.66   8.33 7.98      97   35.46    3813   27.14   15317    1.91    0.85
  53701  421066 20240529 105125    7.99    7.97   16.64   8.33 7.99      97   35.46    3814   27.15   15323    1.87    0.77
  53695  421073 20240529 105153    9.01    9.03   16.61   8.32 7.90      96   35.44    3815   27.16   15327    1.88    0.93
  53690  421072 20240529 105211   10.05   10.02   16.60   8.32 7.89      96   35.43    3815   27.15   15325    1.43    0.79
  53711  421070 20240529 105234   10.97   10.69   16.59   8.31 7.79      94   35.42    3814   27.15   15322    1.35    0.87
  53737  421032 20240529 105347   12.07   12.10   14.46   7.91 2.23      26   35.39    4001   28.63   16185    0.21    0.73
  53748  421026 20240529 105429   12.94   12.96   14.61   7.90 2.01      24   35.62    4013   28.73   16242    0.12    0.57
  53759  420998 20240529 105505   14.05   14.14   14.49   7.89 1.85      22   35.60    4022   28.80   16284    0.21    0.63
  53751  420982 20240529 105550   15.00   15.01   13.94   7.84 1.27      15   35.13    4020   28.79   16276    0.19    0.58
