# VERTIKAAL 11 M.C.ECOS 8 VERTIKAAL
* 29-05-2024 11:43:20
#X: 48000 - Y: 418367
#00 DONARLOCATIE: GTS-02
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  48000  418367 20240529 114329    0.98    0.98   16.55   8.31 7.77      94   35.66    3844   27.38   15458    2.58    0.85
  47991  418373 20240529 114355    2.05    2.06   16.55   8.31 7.73      94   35.69    3848   27.41   15474    2.79    0.78
  47987  418376 20240529 114434    2.95    2.98   16.52   8.30 7.58      92   35.70    3851   27.44   15489    2.72    0.73
  47982  418373 20240529 114552    3.94    3.94   16.41   8.26 6.57      80   35.79    3871   27.60   15581    2.73    0.85
  47983  418373 20240529 114649    4.99    4.98   16.27   8.20 6.05      73   35.92    3896   27.80   15697    2.72    0.89
  47983  418367 20240529 114745    5.99    5.99   16.30   8.17 5.65      68   36.06    3910   27.91   15760    1.65    0.85
  47987  418362 20240529 114856    6.97    6.98   16.21   8.07 4.44      54   36.39    3952   28.24   15954    1.07    0.64
  47978  418356 20240529 115010    7.96    7.96   15.92   8.03 3.97      48   36.78    4021   28.79   16272    0.38    0.69
  47971  418352 20240529 115106    8.99    8.98   15.60   7.98 3.24      39   36.56    4027   28.84   16300    0.43    0.96
  47990  418359 20240529 115159    9.94    9.95   15.46   7.97 2.88      35   36.48    4031   28.87   16318    0.28    1.02
  47996  418361 20240529 115217   10.95   10.98   15.40   7.97 2.92      35   36.55    4043   28.97   16376    0.34    0.81
  47993  418357 20240529 115248   12.06   12.05   15.21   7.96 2.85      34   36.71    4079   29.25   16542    0.40    1.08
  47993  418355 20240529 115337   13.02   13.04   14.48   7.86 1.55      18   36.23    4094   29.37   16613    0.28    1.95
  47991  418354 20240529 115430   14.04   14.06   13.30   7.80 0.66       8   35.31    4101   29.43   16650    0.16    1.25
  47989  418345 20240529 115517   14.97   14.99   11.92   7.71 0.14       2   34.37    4126   29.63   16773    0.10    2.18
  47991  418345 20240529 115538   16.01   16.01   11.11   7.69 0.08       1   33.92    4153   29.85   16901    0.10    1.10
