# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 29-05-2024 10:01:16
#X: 58074 - Y: 417111
#00 DONARLOCATIE: GTS-12
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1010>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <8>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  58074  417111 20240529 100124    1.00    1.00   16.98   8.39 8.67     106   35.43    3783   26.90   15179    2.96    0.80
  58043  417134 20240529 100147    1.91    1.93   16.98   8.39 8.66     106   35.43    3783   26.90   15181    2.82    0.75
  58039  417146 20240529 100211    2.95    2.96   16.97   8.39 8.66     106   35.43    3784   26.90   15181    3.06    0.79
  58035  417156 20240529 100225    4.10    4.10   16.97   8.39 8.65     106   35.43    3783   26.90   15181    3.03    0.78
  58032  417167 20240529 100254    4.96    4.99   16.95   8.38 8.63     105   35.42    3784   26.91   15182    3.06    0.87
  58022  417191 20240529 100334    6.02    6.04   16.94   8.38 8.52     104   35.41    3784   26.91   15186    2.85    0.78
  58017  417212 20240529 100415    7.00    7.03   16.90   8.36 8.37     102   35.39    3786   26.92   15192    2.72    0.76
  58018  417223 20240529 100445    7.99    8.01   16.82   8.33 8.13      99   35.36    3789   26.95   15209    1.82    0.68
  58018  417254 20240529 100553    9.02    9.04   16.52   8.28 7.48      91   35.28    3806   27.08   15285    0.95    0.62
  58029  417284 20240529 100717    9.98    9.97   14.98   8.00 3.32      39   35.17    3928   28.05   15850    0.68    0.58
  58017  417304 20240529 100813   11.01   11.05   14.40   7.95 2.58      30   35.02    3964   28.34   16018    0.18    0.51
  58011  417312 20240529 100854   11.98   11.98   14.06   7.94 2.42      28   34.80    3971   28.40   16051    0.22    0.44
  58014  417317 20240529 100922   12.97   12.99   13.86   7.94 2.32      27   34.71    3979   28.46   16088    0.16    0.47
  58011  417286 20240529 101016   14.11   14.12   13.79   7.95 2.28      26   34.65    3979   28.46   16088    0.12    0.50
  58009  417273 20240529 101051   15.02   15.06   13.45   7.96 2.46      28   34.34    3974   28.43   16069    0.15    0.62
  58006  417266 20240529 101122   16.01   16.02   13.04   7.95 2.42      28   33.99    3972   28.41   16062    0.10    0.48
  58002  417255 20240529 101146   16.96   16.98   12.94   7.94 2.36      27   33.89    3970   28.39   16052    0.13    0.47
  57987  417238 20240529 101233   17.99   17.96   12.81   7.92 2.15      24   33.77    3968   28.38   16047    0.13    0.41
  57987  417229 20240529 101258   19.07   19.08   12.78   7.91 2.05      23   33.75    3968   28.38   16044    0.09    0.47
