# VERTIKAAL 6 M.C.ECOS 8 VERTIKAAL
* 01-05-2024 09:04:55
#X: 59116 - Y: 414856
#00 DONARLOCATIE: GTS-13
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1010>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <2>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  59116  414856 20240501 90503    1.02    1.03   13.17   8.34 11.4     129   32.76    3817   27.18   15354    0.54    0.41
  59108  414865 20240501 90602    1.96    1.97   12.40   8.35 11.7     131   32.33    3836   27.33   15443    2.82    0.57
  59100  414869 20240501 90704    3.08    3.08   11.90   8.36 11.8     130   31.84    3825   27.25   15395    2.70    0.57
  59097  414871 20240501 90727    3.93    3.93   11.85   8.36 11.7     129   31.75    3817   27.19   15362    2.29    0.61
  59090  414876 20240501 90831    5.08    5.08   11.74   8.34 11.3     124   31.68    3819   27.20   15369    4.89    0.64
  59085  414884 20240501 90920    6.07    6.09   11.57   8.32 11.0     121   31.59    3824   27.24   15393    3.86    0.58
  59074  414887 20240501 91102    6.99    6.99   11.28   8.29 10.1     110   31.28    3813   27.16   15346    2.09    0.67
  59069  414892 20240501 91205    8.05    8.06   11.03   8.27 9.74     105   31.08    3812   27.15   15343    0.43    0.44
  59069  414887 20240501 91303    8.97    8.99   11.05   8.26 9.52     103   31.11    3814   27.17   15351    2.51    0.50
  59068  414885 20240501 91332   10.03   10.14   11.01   8.26 9.47     102   31.09    3814   27.17   15354    0.60    0.48
  59064  414880 20240501 91440   11.03   11.05   10.85   8.22 9.22      99   31.06    3826   27.27   15408    0.74    0.52
  59062  414880 20240501 91458   12.03   12.05   10.79   8.22 9.20      99   30.99    3823   27.24   15393    0.44    0.53
  59061  414879 20240501 91513   12.96   12.97   10.75   8.21 9.21      99   30.96    3823   27.24   15393    0.78    0.47
  59059  414878 20240501 91537   14.06   14.10   10.69   8.21 9.21      99   30.93    3825   27.26   15402    0.46    0.42
  59059  414877 20240501 91553   15.04   15.05   10.68   8.21 9.20      99   30.93    3825   27.26   15406    0.32    0.47
  59052  414880 20240501 91642   15.94   15.95   10.65   8.19 8.94      96   30.92    3827   27.28   15413    0.81    0.54
  59050  414880 20240501 91708   17.02   17.03   10.62   8.20 9.03      97   30.90    3827   27.28   15414    0.73    0.56
  59049  414880 20240501 91727   17.96   17.96   10.58   8.20 9.06      97   30.87    3828   27.28   15419    0.40    0.43
