# VERTIKAAL 3 M.C.ECOS 8 VERTIKAAL
* 01-05-2024 07:45:14
#X: 67434 - Y: 411398
#00 DONARLOCATIE: GTS-18
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1010>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  67434  411398 20240501 74529    0.97    0.98   13.30   8.30 10.4     118   32.94    3826   27.25   15394    1.19    0.73
  67406  411390 20240501 74547    1.98    1.99   12.73   8.28 10.4     117   32.65    3844   27.40   15481    1.01    0.51
  67380  411383 20240501 74633    3.02    3.01   12.02   8.27 10.2     113   32.10    3844   27.40   15483    1.50    0.48
  67362  411378 20240501 74727    4.02    4.00   11.55   8.25 9.86     108   31.72    3841   27.38   15473    1.02    0.49
  67348  411375 20240501 74807    5.05    5.04   11.34   8.24 9.73     106   31.60    3846   27.42   15496    1.16    0.48
  67340  411371 20240501 74847    6.04    6.03   11.25   8.24 9.62     105   31.52    3845   27.41   15492    1.76    0.51
  67325  411365 20240501 75002    6.95    6.97   11.06   8.21 9.22     100   31.38    3845   27.41   15492    0.99    0.50
  67322  411362 20240501 75021    8.01    8.02   11.05   8.21 9.21     100   31.38    3848   27.44   15504    0.40    0.46
  67319  411363 20240501 75042    8.97    9.00   11.10   8.23 9.18     100   31.44    3850   27.45   15514    0.67    0.47
  67312  411365 20240501 75128    9.97    9.97   11.15   8.24 9.01      98   31.52    3854   27.49   15534    0.75    0.50
  67311  411363 20240501 75212   10.95   10.97   11.18   8.22 8.65      94   31.57    3858   27.51   15549    0.56    0.67
