# VERTIKAAL 10 M.C.ECOS 8 VERTIKAAL
* 01-05-2024 10:35:16
#X: 53093 - Y: 420492
#00 DONARLOCATIE: GTS-07
#01 MEETPUNT: 1
#08 WAARNEMER(S): bernaards
@ par1.dat
## TLU        oC <-->
## LUCHTDK    hPa <1009>
## WINDSHD    m/s <9999.9>
## WINDRTG    gradn <279>
## BEWKGD     /8 <1>

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH   GEL20  SALNTT     CL- CHLFRFU TROEBFN
  53093  420492 20240501 103525    0.92    0.94   12.87   8.39 11.8     133   32.39    3801   27.06   15282    0.50    0.60
  53017  420401 20240501 103619    1.98    1.99   12.80   8.39 11.7     132   32.34    3801   27.06   15283    0.69    0.54
  53000  420379 20240501 103656    2.97    2.97   12.72   8.39 11.8     133   32.37    3812   27.14   15333    1.16    0.70
  52980  420352 20240501 103813    3.96    3.96   12.38   8.34 11.0     124   32.20    3823   27.23   15384    1.76    0.56
  52978  420348 20240501 103832    5.01    5.02   12.24   8.34 11.0     123   32.12    3825   27.25   15397    1.32    0.61
  52976  420341 20240501 103905    6.01    6.01   12.14   8.35 11.1     124   32.02    3823   27.23   15386    2.36    0.53
  52975  420338 20240501 103932    7.07    7.06   11.98   8.34 11.0     122   31.91    3825   27.25   15396    1.89    0.68
  52975  420328 20240501 104028    8.01    8.00   11.52   8.31 10.7     117   31.66    3837   27.35   15453    2.00    0.67
  52973  420322 20240501 104120    9.01    9.01   10.91   8.26 9.93     107   31.32    3852   27.47   15525    3.22    0.72
  52975  420319 20240501 104147   10.04   10.04   10.91   8.23 9.54     103   31.57    3884   27.72   15669    1.70    0.72
  52981  420312 20240501 104257   11.05   11.03   10.92   8.20 8.51      93   32.10    3947   28.22   15957    1.25   15.29
