# VERTIKAAL 5 Roompot
* 21-08-2025 08:45:04
#X: 65227 - Y: 412081
#00 DONARLOCATIE: GTS-16
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  65227  412081 20250821 84514     -99   11.92   21.21   7.92 6.89      93   43.85    4275   30.81    2.12      0.99
  65227  412081 20250821 84530    -198   10.37   21.22   7.92 6.89      93   43.86    4275   30.81    2.41      1.00
  65227  412081 20250821 84545    -302    8.69   21.23   7.92 6.91      93   43.87    4275   30.81    2.14      0.97
  65227  412081 20250821 84608    -402    6.11   21.24   7.92 6.97      94   43.88    4275   30.81    1.87      0.98
  65227  412081 20250821 84632    -499    6.99   21.22   7.92 6.97      94   43.87    4276   30.81    2.09      1.06
  65227  412081 20250821 84701    -601    7.39   21.21   7.91 6.84      92   43.86    4276   30.81    2.10      1.04
  65227  412081 20250821 84724    -701    6.67   21.19   7.90 6.74      91   43.85    4276   30.81    1.85      0.85
  65227  412081 20250821 84740    -800    5.90   21.18   7.90 6.70      90   43.84    4276   30.82    1.60      0.93
  65227  412081 20250821 84802    -899    5.19   21.16   7.89 6.57      88   43.83    4277   30.82    1.68      0.96
  65227  412081 20250821 84839   -1004    4.61   21.16   7.84 5.75      77   43.88    4281   30.86    1.29      0.90
  65227  412081 20250821 84926   -1103    4.25   21.21   7.72 4.58      62   43.99    4289   30.92    0.79      1.03
  65227  412081 20250821 85008   -1201    3.28   21.09   7.69 4.21      57   43.89    4290   30.92    0.61      1.12
  65227  412081 20250821 85042   -1299    2.01   20.99   7.66 3.85      52   43.77    4288   30.91    0.47      1.18
  65227  412081 20250821 85107   -1399    0.82   20.91   7.63 3.62      48   43.69    4286   30.89    0.31      1.26
