# VERTIKAAL 14 Roompot
* 21-08-2025 11:54:49
#X: 52994 - Y: 420555
#00 DONARLOCATIE: GTS-07
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  52993  420555 20250821 115503    -102   11.56   20.96   7.85 6.99      94   43.91    4303   31.03    0.59      1.19
  52993  420555 20250821 115521    -199   10.62   20.96   7.85 6.97      93   43.90    4302   31.03    0.55      1.13
  52993  420555 20250821 115538    -303    9.50   20.95   7.85 6.95      93   43.89    4302   31.02    0.73      1.31
  52993  420555 20250821 115552    -398    8.54   20.94   7.85 6.95      93   43.88    4302   31.02    0.73      1.05
  52993  420555 20250821 115613    -500    7.49   20.90   7.84 6.92      93   43.85    4302   31.02    0.60      1.10
  52993  420555 20250821 115631    -603    6.50   20.89   7.84 6.89      92   43.83    4302   31.02    0.58      1.02
  52993  420555 20250821 115645    -701    5.48   20.87   7.84 6.89      92   43.81    4302   31.02    0.59      0.85
  52993  420555 20250821 115659    -800    4.50   20.87   7.84 6.87      92   43.81    4302   31.02    0.71      1.06
  52993  420555 20250821 115714    -902    3.48   20.85   7.84 6.86      92   43.79    4301   31.02    0.64      0.91
  52993  420555 20250821 115738    -998    2.52   20.73   7.82 6.75      90   43.68    4301   31.01    0.49      1.37
  52993  420555 20250821 115752   -1101    1.43   20.73   7.82 6.73      90   43.67    4300   31.01    0.50      1.07
  52993  420555 20250821 115810   -1202    0.94   20.72   7.81 6.70      89   43.67    4301   31.01    0.36      1.39
