# VERTIKAAL 6 Roompot
* 21-08-2025 09:09:32
#X: 62310 - Y: 412264
#00 DONARLOCATIE: GTS-15
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  62309  412264 20250821 90942     -99   16.87   21.72   7.96 7.31      99   44.33    4277   30.82    1.66      0.89
  62309  412264 20250821 90956    -201   15.74   21.72   7.96 7.31      99   44.33    4276   30.81    1.72      0.87
  62309  412264 20250821 91011    -302   14.52   21.72   7.96 7.32      99   44.33    4277   30.82    1.56      0.86
  62309  412264 20250821 91029    -398   13.48   21.71   7.96 7.29      99   44.33    4277   30.82    1.55      0.86
  62309  412264 20250821 91044    -499   12.28   21.71   7.97 7.31      99   44.32    4276   30.81    1.49      0.84
  62309  412264 20250821 91059    -600   11.22   21.71   7.96 7.26      99   44.33    4277   30.82    1.74      0.91
  62309  412264 20250821 91127    -702   10.28   21.59   7.93 6.82      92   44.23    4279   30.83    0.82      0.65
  62309  412264 20250821 91141    -798    9.17   21.53   7.94 6.83      92   44.19    4280   30.85    0.98      0.72
  62309  412264 20250821 91157    -900    8.18   21.38   7.92 6.80      92   44.10    4285   30.88    0.70      0.64
  62309  412264 20250821 91225   -1002    7.12   21.35   7.90 6.12      83   44.09    4286   30.89    0.61      0.52
  62309  412264 20250821 91307   -1099    6.23   21.27   7.84 5.47      74   44.01    4285   30.89    0.55      0.74
  62309  412264 20250821 91349   -1201    5.30   21.04   7.70 4.27      57   43.88    4293   30.95    0.15      1.06
  62309  412264 20250821 91423   -1300    4.28   20.90   7.66 3.88      52   43.74    4292   30.94    0.35      1.14
  62309  412264 20250821 91501   -1404    3.49   20.63   7.57 3.20      43   43.45    4287   30.90    0.14      1.19
  62309  412264 20250821 91529   -1498    2.58   20.47   7.52 2.62      35   43.24    4282   30.86    0.14      1.19
  62309  412264 20250821 91604   -1601    1.63   20.22   7.43 1.88      25   42.98    4278   30.84    0.05      1.31
  62309  412264 20250821 91707   -1698    1.04   20.07   7.33 0.64       8   42.83    4276   30.82    0.16      1.21
