# VERTIKAAL 16 Roompot
* 21-08-2025 12:34:12
#X: 50824 - Y: 418420
#00 DONARLOCATIE: GTS-05
#08 WAARNEMER(S): Hartman
@ par1.dat

~     X       Y    DATUM   TIJD SENSHTE   Echms       T     pH   O2     %O2   GELBH  GELDHD  SALNTT CHLFRFU    TROEBHFNU
  50824  418420 20250821 123423    -105   28.48   21.18   7.92 7.40     100   44.15    4306   31.06    1.20      1.21
  50824  418420 20250821 123440    -202   28.48   21.17   7.92 7.42     100   44.14    4306   31.06    1.78      1.28
  50824  418420 20250821 123456    -302   28.48   21.17   7.92 7.46     100   44.14    4307   31.06    1.48      1.24
  50824  418420 20250821 123518    -398   26.02   21.18   7.93 7.50     101   44.15    4306   31.06    1.65      1.35
  50824  418420 20250821 123533    -505   24.53   21.17   7.92 7.47     101   44.13    4306   31.06    1.24      1.20
  50824  418420 20250821 123551    -599   24.53   21.17   7.92 7.37      99   44.13    4306   31.06    1.34      1.29
  50824  418420 20250821 123606    -703   24.53   21.17   7.92 7.41     100   44.13    4306   31.06    1.44      1.18
  50824  418420 20250821 123620    -803   21.51   21.16   7.91 7.42     100   44.13    4306   31.06    1.54      1.28
  50824  418420 20250821 123637    -901   20.55   21.15   7.91 7.29      98   44.12    4307   31.06    1.17      1.18
  50824  418420 20250821 123657   -1002   19.47   21.16   7.91 7.26      98   44.12    4306   31.06    1.36      1.27
  50824  418420 20250821 123712   -1102   18.51   21.13   7.90 7.21      97   44.10    4307   31.06    1.09      1.15
  50824  418420 20250821 123730   -1201   17.88   21.13   7.90 7.17      96   44.10    4306   31.06    1.07      1.14
  50824  418420 20250821 123745   -1302    2.45   21.12   7.89 7.13      96   44.09    4307   31.06    0.77      1.23
  50824  418420 20250821 123801   -1406    2.45   21.01   7.87 7.02      94   44.00    4307   31.06    0.71      1.14
  50824  418420 20250821 123853   -1503   14.91   20.63   7.81 6.26      83   43.63    4305   31.05    0.34      1.36
  50824  418420 20250821 123940   -1597   14.49   19.65   7.53 2.40      31   42.87    4318   31.16    0.21      1.38
  50824  418420 20250821 124033   -1696   13.54   18.46   7.41 0.74       9   41.75    4314   31.13    0.12      1.77
  50824  418420 20250821 124110   -1796   13.54   17.42   7.47 0.27       3   40.71    4305   31.05    0.07      8.89
  50824  418420 20250821 124141   -1902   13.54   16.53   7.45 0.20       2   39.81    4294   30.97    0.07      2.06
  50824  418420 20250821 124200   -2003    9.70   16.19   7.45 0.18       2   39.48    4290   30.94    0.01      1.78
  50824  418420 20250821 124215   -2101    8.75   15.77   7.45 0.17       2   39.08    4287   30.92    0.04      1.47
  50824  418420 20250821 124230   -2200    7.64   15.48   7.45 0.15       2   38.77    4281   30.87    0.03      1.27
  50824  418420 20250821 124246   -2301    6.21   15.34   7.44 0.15       2   38.62    4279   30.85    0.11      1.32
  50824  418420 20250821 124307   -2405    4.96   15.23   7.44 0.14       2   38.52    4278   30.84   -0.00      1.35
  50824  418420 20250821 124323   -2503    3.48   15.16   7.44 0.13       2   38.44    4277   30.83    0.03      1.20
  50824  418420 20250821 124339   -2605    2.10   14.81   7.44 0.12       1   38.11    4273   30.81    0.08      1.06
  50824  418420 20250821 124359   -2706    1.29   14.54   7.42 0.11       1   37.86    4272   30.79    0.08      0.95
  50824  418420 20250821 124428   -2796    1.29   14.38   7.41 0.11       1   37.69    4268   30.76    0.11      1.02
